EV_0,EV_1000,MYC_0,MYC_80,MYC_160,MYC_1000,TP53R175H_MYC_0,TP53R175H_MYC_80,TP53R175H_MYC_160,TP53R175H_MYC_1000,TP53R248Q_MYC_0,TP53R248Q_MYC_80,TP53R248Q_MYC_160,TP53R248Q_MYC_1000,TP53R273H_MYC_0,TP53R273H_MYC_80,TP53R273H_MYC_160,TP53R273H_MYC_1000
1.82606240007127,1.75305414869743,2.46332053596349,2.60716522706921,2.20977465572328,4.19594763842306,2.28363175056214,2.84026988729853,4.02489657074156,7.06506620380953,1.79954336214182,0,3.19257019588497,5.44794385101527,2.03354167808612,2.31969177784975,3.16561401088652,4.7580327047832
0.00303394432870069,0.0101950224125667,0.0244001528155773,0.00971412794756733,0.00921843272449145,0.064126590395369,0.00838137693627673,0.0025605968738722,0.018899260875438,0.00236106946436578,0.0046682118342147,0,0.0985231241325813,0.0114444861552017,0.00598849376285673,0.00471573215494736,0.0722123913930006,0.073421259221478
0,0,0.00460307510153363,0,0,0,0.000183157599426305,0,0,0,0.00189300780309774,0.0567335116189941,0.0164718830978335,0.00450988480875158,0,0.00384167549249054,0.00735500263748811,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.000192522665962144,0,0,0,0,0,0,0,0,0,0,0.0464563727029671,0,0,0,0
3.66506582250717,3.57045398820915,4.93215958993613,5.37073866748984,4.49877636040176,8.5769883015418,4.66648935147672,5.82275816548725,8.03827432803121,14.0386143098523,3.66758240986901,0.937847124482648,6.74011773449973,11.4186291432434,4.04158974527811,4.60380496754076,6.57860780912215,9.72195391588545
-3.66506582250717,-3.57045398820915,-4.93215958993613,-5.37073866748984,-4.49877636040176,-8.5769883015418,-4.66648935147672,-5.82275816548725,-8.03827432803121,-14.0386143098523,-3.66758240986901,-0.937847124482648,-6.74011773449973,-11.4186291432434,-4.04158974527811,-4.60380496754076,-6.57860780912215,-9.72195391588545
3.80006335949168,3.68714334422876,5.10275295030301,5.3987315676324,4.51815242626537,8.61334575215565,4.67675835739368,5.82323961175222,8.05674762663047,14.6122760285785,3.66597911580471,0.937881789256527,6.76341577771439,11.4265019807684,4.07130402248517,4.80482895718755,6.60681426346776,9.7491369297342
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.85737990913289e-06,3.72236160067843e-06,4.53691828943981e-06,4.08291900628741e-06,3.97847298823669e-06,6.65783216431707e-06,4.24331233184303e-06,4.36372152489193e-06,7.8928616494245e-06,1.17608931788002e-05,3.17907229024017e-06,4.74610619661217e-06,8.02279806597736e-06,1.06118060297772e-05,5.0672802858502e-06,4.78612702806758e-06,7.4128817628254e-06,9.21576979680216e-06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.80006721687166,-3.6871470665904,-5.10275748722124,-5.39873565055141,-4.51815640473835,-8.61335240998784,-4.67676260070601,-5.82324397547374,-8.056755519492,-14.6122877894717,-3.66598229487697,-0.937886535362716,-6.76342380051254,-11.4265125925744,-4.07130908976547,-4.80483374331462,-6.60682167634956,-9.74914614550396
-1.82907209801197,-1.7632257734085,-2.48769217100696,-2.61685369095444,-2.21896808090329,-4.26003237958764,-2.29198645524945,-2.84280305506566,-4.04374621934376,-7.06735334765969,-1.80419159123593,2.98326675215617e-05,-3.29104289100116,-5.45932163438971,-2.03949832037291,-2.32437742577765,-3.23777980702272,-4.83139603630876
-1.52544557273947,-1.45305421873754,-2.22527353828146,-2.36007673573131,-2.05835867183967,-4.03182700798759,-2.13430064869552,-2.56749148628884,-4.08755489056732,-6.11808212789117,-1.6848544655558,0.180449815240544,-2.62807090525748,-4.31704667006861,0.0194821245087786,-1.97829904145737,-2.76473147154357,-4.67152341278283
1.81144766603241,1.75869263996014,2.47671467619954,2.6699148937458,2.20676768146309,4.24741413836109,2.28371286763804,2.82803487947723,4.02988314290521,7.04654006302094,1.80055040059406,-0.0581968445703809,3.21163422286817,5.38818826022861,2.02677630878179,2.29677520871149,3.19110572391347,4.81731209198744
1.88890565296501,1.79544863246542,2.58150487314804,0.113505444270978,0.0916804637725623,4.4756099720346,0.0622391843949149,0.0810174060095548,5.65502965253585,10.7362803058922,1.8611515954447,0.000327122802184483,0.33606108728814,6.1717199715899,0.150027983655133,2.38955853144569,0.234957047596643,6.25056018728213
-0.0515535002497714,-0.0494573509948826,-0.0567816835687597,-0.0186370519189298,-0.0175866693904026,-0.0145832407158273,-0.0221473558270443,-0.0220380206468145,-0.0649460296864731,-0.0560587788964528,-0.0687307424870989,-0.00329466409466207,-0.0954815868820879,-0.0275379791414377,-0.00938571369876659,-0.0737540971474031,-0.0497988585360446,-0.0656900793153465
2.15348972684678e-08,4.36383292967758e-08,2.68494274061011e-08,9.91984617916849e-08,0.00211135461958903,1.39849805599046e-07,0.0122942699350574,1.08966096798554e-07,2.44235333210476e-08,7.870110547864e-08,6.20853504887779e-08,1.60259641628357e-08,6.08217880591596e-08,7.18211765903017e-08,1.15382701308173e-08,4.60613367312463e-08,0.00438558778607639,4.71160094736584e-08
0.0134471861687569,0.0118464114427688,0.030290082873399,0.000940617972242753,0.00433165906775816,0.00030393321323643,0.000966807339835286,0.000874020517584749,0.000456801351241113,3.36933867908798e-05,0.00158844843812492,0,0.055857354848013,0.00857388368396829,0,0.0307750076026503,0.0399979832794578,0
0.0134471861687569,0.0118464114427688,0.030290082873399,0.000940617972242753,0.00433165906775816,0.00030393321323643,0.000966807339835286,0.000874020517584749,0.000456801351241113,3.36933867908798e-05,0.00158844843812492,0,0.055857354848013,0.00857388368396829,0,0.0307750076026503,0.0399979832794578,0
0.000954118841009147,0,0.00118038986380498,2.66213189593172,0,0,0,2.76629664538907,0.00146202069832144,0,0,0,3.84885391097308,0.0117916107018745,0,0.00136957451668604,3.66285266815269,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018333135842642,0.015064963483532,0.0249869137449991,1.55521445057854e-05,2.19101072618535e-06,7.61805575243214e-05,0.00100413486199263,0.00153652251460467,0.000279382378330004,0.0146114648344028,0.0230521221186015,2.61375900128976e-06,4.41828728473192e-06,5.84409669342652e-06,8.37550036541374e-05,0.0324758269372451,0.0012732598368947,5.07527650295737e-06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00289931660573506,0.000208615207606418,0.00111184591092645,0.0118015002993865,0.000663364308917233,0.00901260932367807,0.00689027120016072,0.000819672944993303,0.0104610787968596,0,0.00143194949900497,0,0.00747706359941416,0.0115727915914285,0.00209754624973869,0.00242474120051147,0.00932998534782797,0.0128432886867837
0.00289931660573506,0.000208615207606418,0.00111184591092645,0.0118015002993865,0.000663364308917233,0.00901260932367807,0.00689027120016072,0.000819672944993303,0.0104610787968596,0,0.00143194949900497,0,0.00747706359941416,0.0115727915914285,0.00209754624973869,0.00242474120051147,0.00932998534782797,0.0128432886867837
0.00231476986126432,0.00223374690825179,0.00272255312331283,0.00245011331120392,0.00238743644234267,0.00399528944474151,0.00254636352370315,0.00261861971252932,0.00473641660806063,0.00705757838562352,0.00190772516515818,0.00284808440990376,0.00481438997547634,0.00636802424183121,0.00304081733212042,0.00287210045619899,0.00444838613097892,0.00553027875825229
0.00289931660573506,0.000208615207606418,0.00111184591092645,0.0118015002993865,0.000663364308917233,0.00901260932367807,0.00689027120016072,0.000819672944993303,0.0104610787968596,0,0.00143194949900497,0,0.00747706359941416,0.0115727915914285,0.00209754624973869,0.00242474120051147,0.00932998534782797,0.0128432886867837
0.00289931660573506,0.000208615207606418,0.00111184591092645,0.0118015002993865,0.000663364308917233,0.00901260932367807,0.00689027120016072,0.000819672944993303,0.0104610787968596,0,0.00143194949900497,0,0.00747706359941416,0.0115727915914285,0.00209754624973869,0.00242474120051147,0.00932998534782797,0.0128432886867837
8.14291001682396e-06,0.000208615207606418,0.00111184591092645,0.0112882148975521,0.000663364308917233,0.00878799961940549,0.00400216195465299,0,0.0100761500684971,0,0.000896755953651721,0,0.00747706359941416,0.00167302505437224,0.00143370800654139,0,0.00932998534782796,0.0112606213852574
8.14291001682396e-06,0.000208615207606418,0.00111184591092645,0.0112882148975521,0.000663364308917233,0.00878799961940549,0.00400216195465299,0,0.0100761500684971,0,0.000896755953651721,0,0.00747706359941416,0.00167302505437224,0.00143370800654139,0,0.00932998534782796,0.0112606213852574
0.00289931660573506,0.000208615207606418,0.00111184591092645,0.0118015002993865,0.000663364308917233,0.00901260932367807,0.00689027120016072,0.000819672944993303,0.0104610787968596,0,0.00143194949900497,0,0.00747706359941416,0.0115727915914285,0.00209754624973869,0.00242474120051147,0.00932998534782796,0.0128432886867837
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0805444626164047,0.0517724875441705,0.0675856426177367,0.136638066778013,0.0241693571172493,0.104705860014342,0.0910046467047806,0.030224810268816,0.16953602409034,0.0559681169556662,0.078926673724128,0.00328671195552633,0.166590526597465,0.143232761833353,0.0303556927966357,0.0979887730137732,0.143085396128013,0.194072405204203
-0.0218372567261994,-0.0241009980172404,-0.0183718204268127,-0.00126141992880434,0,0,0,0,-0.0105288941059951,0,-0.0342502367245918,0,0,0,0,-0.0246236528497173,0,-0.0015101818169802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107080233533665
2.20369071812795e-06,0,0.000314500060287903,1.3988134782628e-05,5.09553623255105e-05,3.47393826571945e-06,4.54211238703276e-05,9.93982793163573e-06,2.07935647297229e-05,9.06619407864585e-05,0.00412356375302047,7.95213913574507e-06,0.00366169627876496,3.31332223712524e-05,5.4833995176745e-06,1.27361387442404e-05,1.33158863112208e-05,5.05609789788742e-05
0,0.000228984473223686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000228984473223686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00807885544727998,-0.00989933896034233,-0.00419850267135082,-0.0464130257751786,-0.00848180118984908,-0.00738240898595609,-0.0184573906733274,-0.0613023163422191,-0.104728481624253,-0.231577344946266,-0.000730497467898024,-4.08667787661166e-06,-0.0144503436775489,-0.248257920364577,-0.00874335915239776,-0.0102231463269565,-0.0181880959477672,-0.0517592174058706
-0.00807885544727998,-0.00989933896034233,-0.00419850267135082,-0.0464130257751786,-0.00848180118984908,-0.00738240898595609,-0.0184573906733274,-0.0613023163422191,-0.104728481624253,-0.231577344946266,-0.000730497467898024,-4.08667787661166e-06,-0.0144503436775489,-0.248257920364577,-0.00874335915239776,-0.0102231463269565,-0.0181880959477672,-0.0517592174058706
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.20369071812795e-06,0,0.000314500060287903,1.3988134782628e-05,5.09553623255105e-05,3.47393826571945e-06,4.54211238703276e-05,9.93982793163573e-06,2.07935647297229e-05,9.06619407864585e-05,0.00412356375302047,7.95213913574507e-06,0.00366169627876496,3.31332223712524e-05,5.4833995176745e-06,1.27361387442404e-05,1.33158863112208e-05,0.0107585843323454
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.50246504808909,1.37133376076966,1.89407219009683,1.90812784844511,2.07424905100857,0.199705632049534,2.48836583446359,2.1857854083823,0.164434807171475,0.408505832768177,1.43645903629435,4.64570424020316,0.373651254882972,0.204112188333449,4.279791388828,2.50202227703825,0.377748831766241,0.294059792127673
-1.72279456916,-1.56131429902983,-2.11246902624366,-2.1476258780608,-2.45113312343817,-3.0800312436643,-2.87306513000552,-2.51244228284552,-3.61528761194231,-0.908554054212746,-1.60930119248174,-4.64570424020316,-3.94170201216057,-5.94206799771552,-4.53387631306141,-2.809077045409,-3.69169963629392,-4.75481864225689
0.00203597543767874,0.000206465345273953,0.00461722184507939,0.00476562749265661,0.00135541445185986,0.0398946496968691,0,0,0,0,0.0479978091075508,0.000373528399229825,0.00782331458676805,0,2.05345708360643,0.00267050404611175,0.0220904855617806,0.0136338450070949
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0033864155050974,0,0.0561574198024579,0.000186062029785262,0,0,0.00142590378266792,0.00294886029206077,0.00302011369607924,0.00459164602154139,0,0,0,0,0.00164538442459752,0.000127450131050645,0.00024418181100821
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.77067915510617e-09,1.41114057524113e-09,6.22614440750226e-10,1.3075056193076e-09,2.99137390775195e-09,2.28469594817733e-09,3.04005190006193e-09,1.18387699636083e-09,3.14458555596902e-09,6.14479767632996e-09,2.34218394058872e-09,3.49934027653334e-09,4.98955502162807e-09,3.82950728392077e-09,1.71973493810567e-09,1.63774670668549e-09,4.85866736703956e-09,4.76280807409899e-09
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.10246127360103e-07,0.000868595179641554,0.00367159743850095,1.06726725289048e-06,0.00314590585951927,0.00193637985136767,0.00405834601394688,0.00950403161157574,0.00090500475104503,0,0.00100870070399728,0,0.00734018353264496,0.00189249523544514,0,0.00110051545057772,0.00310296454506393,0.0199326406071673
0,0,0,0,0,0,0,0,0,0,0,0,0.0014973809868222,0,0,0,0.000969303881553953,0
0.0112321005060457,0.00199650604719276,0,0,0.00394310077356169,0.00948766857806524,0,0,0,0,0,0,0.000617648261285196,0,0,0.0184399933543303,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.12422726273605e-09,0,0,0.0001315502324323,0.000316186364226462,0.000159349369384053,0,0.000138512836181429,0,0.000206421581033844,0,4.51157697981582e-07,0,0.00622565080390992,2.00119575602694e-05,0,0.000107179508139417,7.64618362286107e-05
0.000202172070656867,0,5.08604331292031e-05,0.00191451024792301,0.00134276637872595,0.000667131779433071,0.000987360906413622,0.0149276918493885,0.0145264679632094,0.00281743474507827,0,5.61280062877379e-05,0.053959657830025,0.0123346747243274,0.00766977381903433,0.00148484590269552,0.0352900627748659,0.00889675190988316
3.44619311039964e-08,1.59814278922816e-05,0,2.25227462842174e-06,3.98833161734512e-05,2.34639554190525e-06,1.60027829266889e-05,0,0,0,0.00139781869435963,0,0.00610928897503637,7.34595650035782e-05,0.000392130418847144,5.7507286924523e-05,0.00015145111885961,1.79528751001706e-06
3.62254289266897e-05,0,0,8.68526627103441e-05,0,0,0.000747559906199068,0,0,0,0,0,7.52862238566513e-06,0,0,0,0,7.50391147796042e-07
7.00969909878828e-05,6.03698747047669e-05,2.34116380275671e-05,6.07076282890277e-05,1.7279756124399e-06,3.22966374432416e-05,0.000295378803344111,0,0,0,0.000127754684983669,3.1859349894169e-07,0.000215480395880864,0.000127420435454191,1.05865321374579e-05,8.53406351573713e-05,0.000660720085659871,6.07663026571472e-05
0.000274254265706774,0,6.32120576004276e-05,2.08053965218451e-05,2.62888066601923e-07,0.00251163036735954,0.000662465012937809,0,0.000699978764613576,0,0.000810399648659974,0,0,4.52326902706281e-05,0.00472122646684417,0,1.43227977647253e-06,6.06177199204863e-07
4.86286278054191e-05,0.000115554453249973,3.62987710246743e-05,2.39887890462034e-05,0.000503458300662232,3.34659833226575e-05,0.00203554267985489,8.10894684984314e-05,0.00038700276364763,0.00136144766319508,0.00204292162321041,0,0.00343907636842113,0.218372613512471,0.00146355069746981,8.00952862689449e-05,3.49127085204756e-05,0.000513758560692355
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000202172070656867,0,5.08604331292031e-05,0.00191451024792301,0.00134276637872595,0.000667131779433071,0.000987360906413622,0.0149276918493885,0.0145264679632094,0.00281743474507827,0,5.61280062877379e-05,0.052462276843203,0.0123346747243274,0.00766977381903433,0.00148484590269552,0.034320758893312,0.00889675190988316
-0.000202172070656867,0,-5.08604331292031e-05,-0.00140987649579743,-0.00127815080554843,-0.000472961547467156,-0.000987360906413622,-0.0149276875065811,-0.0117211211786728,-0.00281743474507827,0,-5.58357160189086e-05,-0.052462276843203,-0.0123346695694871,-0.00762076968355468,-0.00148484590269552,-0.034320758893312,-0.00209142243920557
0,0,0,0,0.00394310077356169,0.00948766857806524,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.000504633752125584,6.46155731775197e-05,0.000194170231965914,0,4.34280738220312e-09,0.00280534678453654,0,0,2.92290268829343e-07,0,5.15484037234226e-09,4.90041354796531e-05,0,0,0.00680532947067759
0.0112321005060457,0.00199650604719276,0,0,0,0,0,0,0,0,0,0,0.000617648261285196,0,0,0.0184399933543303,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000202168946429604,0,5.08604331292031e-05,0.00127832626336513,0.000961964441321972,0.000313612178083103,0.000987360906413622,0.0147891746703997,0.0117211211786728,0.00261101316404442,0,5.5384558320927e-05,0.053959657830025,0.00610901876557715,0.00760075772599441,0.00148484590269552,0.0351828832667265,0.00201496060297696
0.124735746314698,0.0984502491051095,0.118934556712656,0.000417951844588086,0.00987815709061375,0.0222131003517747,0.0716296030585276,0.0255626622300945,0.00356009241977984,1.77245150320852e-05,0.138606762235032,9.89749983363833e-10,0.0288389541474546,0.00092880763645247,0.0020294066116351,0.186766415241533,0.00860923904689005,0.0852800577248727
0.0114342725767026,0.00199650604719276,0.000243383099091347,0.00191451024792301,0.00528586715228764,0.0101548003574983,0.000987360906413622,0.0149276918493885,0.0145264679632094,0.00281743474507827,0,5.61280062877379e-05,0.0545773060913102,0.0587910474272946,0.00766977381903433,0.0199248392570258,0.0352900627748659,0.00889675190988316
-0.0915897497731286,-0.0884450887420333,-0.150300291885473,0.135857671838836,0.0390287712530183,0.0933780366983631,0.0726816475116458,0.0193628888863439,0.0448649839241294,-0.500531056654531,-0.0918413581912631,0.0140493464929286,-0.0105537805574316,-0.176289868556578,0.0192613564577816,-0.11793035042241,0.0299672090688338,0.0467737268043163
0,0,0,0.00426533238939741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.37626853707036e-05,4.34737170242197e-05,0.000484921536100367,0.000177783598953017,0.00027912341757898,0.000383934842633168,1.1963561244643e-05,0.0109130386678811,0.000604880099949046,1.00172710298832e-05,0.000140152659636545,8.3652844702462e-05,3.88781656469587e-05,0.000154076610133566,7.64837250067507e-05,1.28628832421274e-05,0.00798223011748298
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0031685395837957,0.00763505910207798,0.0026741083748834,0.00140936263965511,0.00074228776004855,0.000516688876204177,0.000612995421462658,0.00552154012662441,0.0126913361309176,0.00339960749877819,0.000625715548099051,0.000313494040549916,0.00066385170955088,3.93031186871628e-05,0.000634860094245811,0.00488471905841168,0.000176137686477209,0.0102700137538113
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.48055539582649e-06,5.91933117207799e-06,0,8.02367385600901e-06,8.68530220745994e-06,4.9235664399763e-06,0.000303517692964486,0,0.0234795565576328,0,0.000178544249409741,5.97396356092243e-06,0,0.000134070395162162,0,4.61295024358047e-05,0
0,0.000257513866867768,4.34737170242197e-05,0.000710388123037648,0.00046176156265709,0.000305273210196575,0.000611541126845864,0.00551152811674389,0.0126005279309217,0.000604880099949046,0.000599450548486999,0.000313494040549916,0.000575060050863718,3.93031186871628e-05,0.00033867898532904,7.64837250067507e-05,0.000120473263066262,0.00977459419153453
0,0.000257513866867768,4.34737170242197e-05,0.000710388123037648,0.00046176156265709,0.000305273210196575,0.000611541126845864,0.00551152811674389,0.0126005279309217,0.000604880099949046,0.000599450548486999,0.000313494040549916,0.000575060050863718,3.93031186871628e-05,0.00033867898532904,7.64837250067507e-05,0.000120473263066262,0.00977459419153453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0135611587976992,-0.0149518971746445,-0.0187125522399176,-0.0438180816062852,-0.0301246211633582,-0.0429146458665351,-0.0364476180834474,-0.0178273429018762,-0.0606287461362795,-0.0309144086137304,-0.00743504573271488,-0.00509471929699802,-0.0189295991903032,-0.0396223843019975,-0.00761733826435363,-0.0228147900199352,-0.0213570232104747,-0.0546491738407078
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.93935395321404e-05,1.84262557182121e-06,4.23397228429055e-06,1.05433257381953e-06,2.11224540322918e-06,6.57334613805807e-06,0,0,0,2.41396667865449e-07,0,1.69374587672459e-06,0,0,3.83605008830994e-06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0534229805796359,-0.0536496525556492,-0.0849896421049254,-0.0870841895218267,-0.08816645030654,-0.0885038126053855,-0.137291705982672,-0.0904554744475841,-0.205617685635802,-0.239489474181372,-0.0747960604337942,-0.10112369950644,-0.160228132743642,-0.233094529320237,-0.103345069292557,-0.0871105486637105,-0.143075352675985,-0.185886145570846
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0103203314058583,0.0264058230000968,0.0168154022013512,0.283895368392826,0.00437878996813625,0.0211493506260277,0.00820451811113418,0.309663114783713,0.0229660375882463,0.0119048753536371,0.00992442227822187,0.151761836081617,0.0195504188318843,0.043460660605501,0.0201883835413208,0.0205419705650111,0.0139561694037684,0.0308221953129015
0.000692539868688285,4.29235597469309e-05,4.69793429386213e-05,8.93373845024344e-05,2.97097810881161e-05,0.000178836473793686,5.22174518789522e-05,0.000747238893813977,2.28111932376539e-05,3.4781490585377e-05,6.86687539313616e-05,4.78027770135156e-05,0.000176722073032041,0.00347504035542457,2.37980176587095e-05,9.17312339889904e-05,0.000106974835094297,2.93051129135677e-05
-0.311516021403361,-0.290242446707179,-0.291080328675507,-0.398515662277447,-0.297893584243383,-0.436698402868104,-0.240205100513139,-0.252765378106454,-0.298302898323148,-0.660244965220725,-0.108611480555938,-0.177421205725318,-0.782519934825959,-0.656199802857859,-0.153489483444919,-0.34618488647631,-0.542438696598764,-0.556854431251825
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000802146613116871,0.0322920987942784,-0.0152831686367139,-0.127751854318998,-0.143023315319716,-0.248202396153949,-0.0837355640534172,0.0234159783968402,-0.347668096305237,0.303953833420217,-0.0121629294169556,-0.0539917828011656,-0.292311243020285,0.472268176703182,-0.147686877152412,0.0203965763139466,-0.218675028348367,-0.410001507599337
0.162688411955669,0.218292608859389,0.139455021919688,0.263492076036172,-0.0612868875112538,-0.132714479719504,0.0027175708687323,0.470831191136908,-0.350846431657024,0.796467474285164,0.0437247834266568,0.159509485887769,-0.0275668441187029,1.08170217153037,-0.124584488674191,0.212432365847277,-0.0428460880280858,-0.309891869727261
0.00304424258975629,0.00563519523210916,0.00503416741718057,0.00462142025952309,0.0150658462980665,0.0115720818250024,0.0229878626497139,0.0146570599184148,0.00927616794145994,0.0177940139177102,0.0171722910506136,0.991110681688137,0.0320303202413842,0.0175468284046375,0.00212407515984462,0.00501153927413938,0.0234236720499178,0.0271241159261856
