"sample","ratio","condition","amino_acid","batch","ratio_sample_is","ratio_adj","concentration_sample_uM","cell_line","dox_conc","timepoint","replicate","mean_m0","ratio_to_m0","AA_concentration_mM","AA_concentration_uM","mean_glc_m0","correction_factor","final_concentration"
"1",0.75,3.71,"Asn",1,0.05,15,55.62032,"TM",0,16,1,50.91975,1.09231329690346,0.05,50,NA,NA,54.615664845173
"2",0.64,3.71,"Asn",1,0.05,12.8,47.488,"TM",100,16,1,50.91975,0.932604735883424,0.05,50,NA,NA,46.6302367941712
"3",0.589,3.71,"Asn",1,0.05,11.8,43.68896,"TM",1000,16,1,50.91975,0.85799635701275,0.05,50,NA,NA,42.8998178506375
"4",0.65,3.71,"Asn",1,0.05,13,48.23742,"TM",0,18,1,50.91975,0.947322404371585,0.05,50,NA,NA,47.3661202185792
"5",0.526,3.71,"Asn",1,0.05,10.5,39.02178,"TM",100,18,1,50.91975,0.766338797814208,0.05,50,NA,NA,38.3169398907104
"6",0.504,3.71,"Asn",1,0.05,10.1,37.38196,"TM",1000,18,1,50.91975,0.734134790528233,0.05,50,NA,NA,36.7067395264117
"7",0.568,3.71,"Asn",1,0.05,11.4,42.13818,"TM",0,20,1,50.91975,0.827540983606557,0.05,50,NA,NA,41.3770491803279
"8",0.554,3.71,"Asn",1,0.05,11.1,41.12164,"TM",100,20,1,50.91975,0.807577413479053,0.05,50,NA,NA,40.3788706739526
"9",0.452,3.71,"Asn",1,0.05,9.04,33.52356,"TM",1000,20,1,50.91975,0.658360655737705,0.05,50,NA,NA,32.9180327868852
"10",0.539,3.71,"Asn",1,0.05,10.8,39.9567,"TM",0,22,1,50.91975,0.784699453551913,0.05,50,NA,NA,39.2349726775956
"11",0.579,3.71,"Asn",1,0.05,11.6,42.97664,"TM",100,22,1,50.91975,0.844007285974499,0.05,50,NA,NA,42.200364298725
"12",0.487,3.71,"Asn",1,0.05,9.74,36.12056,"TM",1000,22,1,50.91975,0.70936247723133,0.05,50,NA,NA,35.4681238615665
"13",0.521,3.71,"Asn",1,0.05,10.4,38.68788,"TM",0,24,1,50.91975,0.759781420765027,0.05,50,NA,NA,37.9890710382514
"14",0.487,3.71,"Asn",1,0.05,9.73,36.11314,"TM",100,24,1,50.91975,0.709216757741348,0.05,50,NA,NA,35.4608378870674
"15",0.508,3.71,"Asn",1,0.05,10.2,37.71586,"TM",1000,24,1,50.91975,0.740692167577413,0.05,50,NA,NA,37.0346083788707
"16",0.477,3.71,"Asn",1,0.05,9.53,35.3563,"T",0,16,1,50.91975,0.694353369763206,0.05,50,NA,NA,34.7176684881603
"17",0.526,3.71,"Asn",1,0.05,10.5,39.05146,"T",100,16,1,50.91975,0.766921675774135,0.05,50,NA,NA,38.3460837887067
"18",0.502,3.71,"Asn",1,0.05,10,37.2484,"T",1000,16,1,50.91975,0.731511839708561,0.05,50,NA,NA,36.575591985428
"19",0.49,3.71,"Asn",1,0.05,9.8,36.36542,"T",0,18,1,50.91975,0.714171220400729,0.05,50,NA,NA,35.7085610200364
"20",0.418,3.71,"Asn",1,0.05,8.36,31.0156,"T",100,18,1,50.91975,0.609107468123862,0.05,50,NA,NA,30.4553734061931
"21",0.607,3.71,"Asn",1,0.05,12.1,45.05424,"T",1000,18,1,50.91975,0.884808743169399,0.05,50,NA,NA,44.2404371584699
"22",0.522,3.71,"Asn",1,0.05,10.4,38.72498,"T",0,20,1,50.91975,0.760510018214936,0.05,50,NA,NA,38.0255009107468
"23",0.517,3.71,"Asn",1,0.05,10.3,38.33172,"T",100,20,1,50.91975,0.752786885245902,0.05,50,NA,NA,37.6393442622951
"24",0.607,3.71,"Asn",1,0.05,12.1,45.01714,"T",1000,20,1,50.91975,0.88408014571949,0.05,50,NA,NA,44.2040072859745
"25",0.456,3.71,"Asn",1,0.05,9.12,33.82036,"T",0,22,1,50.91975,0.664189435336976,0.05,50,NA,NA,33.2094717668488
"26",0.479,3.71,"Asn",1,0.05,9.57,35.51954,"T",100,22,1,50.91975,0.697559198542805,0.05,50,NA,NA,34.8779599271403
"27",0.4,3.71,"Asn",1,0.05,8,29.68,"T",1000,22,1,50.91975,0.58287795992714,0.05,50,NA,NA,29.143897996357
"28",0.448,3.71,"Asn",1,0.05,8.96,33.22676,"T",0,24,1,50.91975,0.652531876138433,0.05,50,NA,NA,32.6265938069217
"29",0.525,3.71,"Asn",1,0.05,10.5,38.96984,"T",100,24,1,50.91975,0.765318761384335,0.05,50,NA,NA,38.2659380692168
"30",0.484,3.71,"Asn",1,0.05,9.69,35.94248,"T",1000,24,1,50.91975,0.705865209471767,0.05,50,NA,NA,35.2932604735883
"1",1.99,4.4,"Ser",1,0.05,39.8,175.12,"TM",0,16,1,239.096,0.732425469267575,0.25,250,NA,NA,183.106367316894
"2",2.31,4.4,"Ser",1,0.05,46.2,203.456,"TM",100,16,1,239.096,0.850938535149061,0.25,250,NA,NA,212.734633787265
"3",2.2,4.4,"Ser",1,0.05,44,193.6,"TM",1000,16,1,239.096,0.809716599190283,0.25,250,NA,NA,202.429149797571
"4",2.17,4.4,"Ser",1,0.05,43.5,191.224,"TM",0,18,1,239.096,0.799779168200221,0.25,250,NA,NA,199.944792050055
"5",2.09,4.4,"Ser",1,0.05,41.7,183.48,"TM",100,18,1,239.096,0.767390504232609,0.25,250,NA,NA,191.847626058152
"6",2.26,4.4,"Ser",1,0.05,45.2,198.88,"TM",1000,18,1,239.096,0.8317997791682,0.25,250,NA,NA,207.94994479205
"7",2.3,4.4,"Ser",1,0.05,45.9,201.96,"TM",0,20,1,239.096,0.844681634155318,0.25,250,NA,NA,211.17040853883
"8",2.06,4.4,"Ser",1,0.05,41.1,181.016,"TM",100,20,1,239.096,0.757085020242915,0.25,250,NA,NA,189.271255060729
"9",2.04,4.4,"Ser",1,0.05,40.7,179.08,"TM",1000,20,1,239.096,0.748987854251012,0.25,250,NA,NA,187.246963562753
"10",1.97,4.4,"Ser",1,0.05,39.4,173.36,"TM",0,22,1,239.096,0.725064409274936,0.25,250,NA,NA,181.266102318734
"11",2.11,4.4,"Ser",1,0.05,42.3,186.032,"TM",100,22,1,239.096,0.778064041221936,0.25,250,NA,NA,194.516010305484
"12",1.97,4.4,"Ser",1,0.05,39.5,173.712,"TM",1000,22,1,239.096,0.726536621273463,0.25,250,NA,NA,181.634155318366
"13",2.12,4.4,"Ser",1,0.05,42.4,186.384,"TM",0,24,1,239.096,0.779536253220464,0.25,250,NA,NA,194.884063305116
"14",1.95,4.4,"Ser",1,0.05,39,171.424,"TM",100,24,1,239.096,0.716967243283033,0.25,250,NA,NA,179.241810820758
"15",1.99,4.4,"Ser",1,0.05,39.7,174.68,"TM",1000,24,1,239.096,0.730585204269415,0.25,250,NA,NA,182.646301067354
"16",1.77,4.4,"Ser",1,0.05,35.3,155.496,"T",0,16,1,239.096,0.65034965034965,0.25,250,NA,NA,162.587412587413
"17",2.03,4.4,"Ser",1,0.05,40.7,178.992,"T",100,16,1,239.096,0.74861980125138,0.25,250,NA,NA,187.154950312845
"18",2.28,4.4,"Ser",1,0.05,45.5,200.2,"T",1000,16,1,239.096,0.837320574162679,0.25,250,NA,NA,209.33014354067
"19",1.85,4.4,"Ser",1,0.05,37,162.8,"T",0,18,1,239.096,0.680898049319102,0.25,250,NA,NA,170.224512329776
"20",2.05,4.4,"Ser",1,0.05,41,180.488,"T",100,18,1,239.096,0.754876702245123,0.25,250,NA,NA,188.719175561281
"21",1.95,4.4,"Ser",1,0.05,39.1,171.952,"T",1000,18,1,239.096,0.719175561280824,0.25,250,NA,NA,179.793890320206
"22",1.81,4.4,"Ser",1,0.05,36.1,158.928,"T",0,20,1,239.096,0.664703717335296,0.25,250,NA,NA,166.175929333824
"23",1.68,4.4,"Ser",1,0.05,33.6,147.928,"T",100,20,1,239.096,0.618697092381303,0.25,250,NA,NA,154.674273095326
"24",1.89,4.4,"Ser",1,0.05,37.7,165.968,"T",1000,20,1,239.096,0.694147957305852,0.25,250,NA,NA,173.536989326463
"25",1.58,4.4,"Ser",1,0.05,31.5,138.688,"T",0,22,1,239.096,0.580051527419948,0.25,250,NA,NA,145.012881854987
"26",1.51,4.4,"Ser",1,0.05,30.2,132.792,"T",100,22,1,239.096,0.555391976444608,0.25,250,NA,NA,138.847994111152
"27",1.62,4.4,"Ser",1,0.05,32.3,142.12,"T",1000,22,1,239.096,0.594405594405594,0.25,250,NA,NA,148.601398601399
"28",1.46,4.4,"Ser",1,0.05,29.1,128.216,"T",0,24,1,239.096,0.536253220463747,0.25,250,NA,NA,134.063305115937
"29",1.51,4.4,"Ser",1,0.05,30.1,132.528,"T",100,24,1,239.096,0.554287817445712,0.25,250,NA,NA,138.571954361428
"30",1.56,4.4,"Ser",1,0.05,31.3,137.544,"T",1000,24,1,239.096,0.575266838424733,0.25,250,NA,NA,143.816709606183
"1",4.13,3.62,"Gly",1,0.05,82.5,298.7224,"TM",0,16,1,230.1234,1.29809658644014,0.25,250,NA,NA,324.524146610036
"2",2.92,3.62,"Gly",1,0.05,58.4,211.3356,"TM",100,16,1,230.1234,0.918357715903728,0.25,250,NA,NA,229.589428975932
"3",3.15,3.62,"Gly",1,0.05,63,227.9876,"TM",1000,16,1,230.1234,0.990718892559383,0.25,250,NA,NA,247.679723139846
"4",3.21,3.62,"Gly",1,0.05,64.2,232.2592,"TM",0,18,1,230.1234,1.00928110744062,0.25,250,NA,NA,252.320276860154
"5",3.52,3.62,"Gly",1,0.05,70.3,254.5584,"TM",100,18,1,230.1234,1.10618216139689,0.25,250,NA,NA,276.545540349221
"6",3.42,3.62,"Gly",1,0.05,68.4,247.4632,"TM",1000,18,1,230.1234,1.07535000786535,0.25,250,NA,NA,268.837501966336
"7",3.28,3.62,"Gly",1,0.05,65.7,237.6892,"TM",0,20,1,230.1234,1.03287714330659,0.25,250,NA,NA,258.219285826648
"8",3.75,3.62,"Gly",1,0.05,74.9,271.2104,"TM",100,20,1,230.1234,1.17854333805254,0.25,250,NA,NA,294.635834513135
"9",3.32,3.62,"Gly",1,0.05,66.3,240.1508,"TM",1000,20,1,230.1234,1.04357401289917,0.25,250,NA,NA,260.893503224792
"10",3.39,3.62,"Gly",1,0.05,67.9,245.7256,"TM",0,22,1,230.1234,1.06779927638823,0.25,250,NA,NA,266.949819097058
"11",3.24,3.62,"Gly",1,0.05,64.9,234.8656,"TM",100,22,1,230.1234,1.02060720465628,0.25,250,NA,NA,255.151801164071
"12",3.38,3.62,"Gly",1,0.05,67.6,244.6396,"TM",1000,22,1,230.1234,1.06308006921504,0.25,250,NA,NA,265.77001730376
"13",3.34,3.62,"Gly",1,0.05,66.7,241.454,"TM",0,24,1,230.1234,1.049237061507,0.25,250,NA,NA,262.30926537675
"14",3.02,3.62,"Gly",1,0.05,60.5,218.8652,"TM",100,24,1,230.1234,0.951077552304546,0.25,250,NA,NA,237.769388076137
"15",3.57,3.62,"Gly",1,0.05,71.5,258.6852,"TM",1000,24,1,230.1234,1.12411514865503,0.25,250,NA,NA,281.028787163757
"16",3.06,3.62,"Gly",1,0.05,61.2,221.4716,"T",0,16,1,230.1234,0.962403649520214,0.25,250,NA,NA,240.600912380054
"17",3.38,3.62,"Gly",1,0.05,67.6,244.6396,"T",100,16,1,230.1234,1.06308006921504,0.25,250,NA,NA,265.77001730376
"18",3.52,3.62,"Gly",1,0.05,70.4,254.9928,"T",1000,16,1,230.1234,1.10806984426616,0.25,250,NA,NA,277.017461066541
"19",3.21,3.62,"Gly",1,0.05,64.3,232.6212,"T",0,18,1,230.1234,1.01085417649835,0.25,250,NA,NA,252.713544124587
"20",3.56,3.62,"Gly",1,0.05,71.2,257.6716,"T",100,18,1,230.1234,1.11971055529338,0.25,250,NA,NA,279.927638823344
"21",3.39,3.62,"Gly",1,0.05,67.7,245.074,"T",1000,18,1,230.1234,1.06496775208432,0.25,250,NA,NA,266.241938021079
"22",2.87,3.62,"Gly",1,0.05,57.5,208.0052,"T",0,20,1,230.1234,0.903885480572597,0.25,250,NA,NA,225.971370143149
"23",3.11,3.62,"Gly",1,0.05,62.3,225.3812,"T",100,20,1,230.1234,0.979392795343716,0.25,250,NA,NA,244.848198835929
"24",3.62,3.62,"Gly",1,0.05,72.5,262.3052,"T",1000,20,1,230.1234,1.13984583923234,0.25,250,NA,NA,284.961459808086
"25",2.78,3.62,"Gly",1,0.05,55.6,201.3444,"T",0,22,1,230.1234,0.874941009910335,0.25,250,NA,NA,218.735252477584
"26",3.08,3.62,"Gly",1,0.05,61.7,223.2816,"T",100,22,1,230.1234,0.970268994808872,0.25,250,NA,NA,242.567248702218
"27",3.77,3.62,"Gly",1,0.05,75.5,273.1652,"T",1000,22,1,230.1234,1.18703791096429,0.25,250,NA,NA,296.759477741073
"28",3.41,3.62,"Gly",1,0.05,68.1,246.6668,"T",0,24,1,230.1234,1.07188925593834,0.25,250,NA,NA,267.972313984584
"29",3.31,3.62,"Gly",1,0.05,66.1,239.4268,"T",100,24,1,230.1234,1.0404278747837,0.25,250,NA,NA,260.106968695926
"30",3.14,3.62,"Gly",1,0.05,62.8,227.336,"T",1000,24,1,230.1234,0.987887368255466,0.25,250,NA,NA,246.971842063867
"1",23.4,4.09,"Gln",1,0.05,468,1915.756,"TM",0,16,1,2070.767,0.925143195733755,2.5,2500,NA,NA,2312.85798933439
"2",22.9,4.09,"Gln",1,0.05,458,1872.402,"TM",100,16,1,2070.767,0.904206991902034,2.5,2500,NA,NA,2260.51747975509
"3",24.7,4.09,"Gln",1,0.05,495,2023.732,"TM",1000,16,1,2070.767,0.977286193956153,2.5,2500,NA,NA,2443.21548489038
"4",21.1,4.09,"Gln",1,0.05,423,1729.252,"TM",0,18,1,2070.767,0.835078016985977,2.5,2500,NA,NA,2087.69504246494
"5",22.1,4.09,"Gln",1,0.05,442,1807.78,"TM",100,18,1,2070.767,0.873000197511357,2.5,2500,NA,NA,2182.50049377839
"6",22.1,4.09,"Gln",1,0.05,441,1804.508,"TM",1000,18,1,2070.767,0.871420106656133,2.5,2500,NA,NA,2178.55026664033
"7",23.1,4.09,"Gln",1,0.05,462,1890.398,"TM",0,20,1,2070.767,0.912897491605767,2.5,2500,NA,NA,2282.24372901442
"8",23.9,4.09,"Gln",1,0.05,479,1957.474,"TM",100,20,1,2070.767,0.945289354137863,2.5,2500,NA,NA,2363.22338534466
"9",21.7,4.09,"Gln",1,0.05,434,1775.06,"TM",1000,20,1,2070.767,0.857199288959115,2.5,2500,NA,NA,2142.99822239779
"10",21,4.09,"Gln",1,0.05,419,1714.528,"TM",0,22,1,2070.767,0.827967608137468,2.5,2500,NA,NA,2069.91902034367
"11",21.1,4.09,"Gln",1,0.05,421,1722.708,"TM",100,22,1,2070.767,0.831917835275528,2.5,2500,NA,NA,2079.79458818882
"12",18.8,4.09,"Gln",1,0.05,375,1535.386,"TM",1000,22,1,2070.767,0.741457633813944,2.5,2500,NA,NA,1853.64408453486
"13",21.4,4.09,"Gln",1,0.05,428,1751.338,"TM",0,24,1,2070.767,0.84574363025874,2.5,2500,NA,NA,2114.35907564685
"14",24.5,4.09,"Gln",1,0.05,490,2004.918,"TM",100,24,1,2070.767,0.968200671538614,2.5,2500,NA,NA,2420.50167884653
"15",22.7,4.09,"Gln",1,0.05,454,1856.042,"TM",1000,24,1,2070.767,0.896306537625914,2.5,2500,NA,NA,2240.76634406478
"16",20.6,4.09,"Gln",1,0.05,412,1683.444,"T",0,16,1,2070.767,0.812956745012838,2.5,2500,NA,NA,2032.3918625321
"17",19.9,4.09,"Gln",1,0.05,398,1627.82,"T",100,16,1,2070.767,0.786095200474027,2.5,2500,NA,NA,1965.23800118507
"18",23.7,4.09,"Gln",1,0.05,475,1941.932,"T",1000,16,1,2070.767,0.937783922575548,2.5,2500,NA,NA,2344.45980643887
"19",19.9,4.09,"Gln",1,0.05,398,1629.456,"T",0,18,1,2070.767,0.786885245901639,2.5,2500,NA,NA,1967.2131147541
"20",20.5,4.09,"Gln",1,0.05,409,1673.628,"T",100,18,1,2070.767,0.808216472447166,2.5,2500,NA,NA,2020.54118111791
"21",19.8,4.09,"Gln",1,0.05,396,1618.004,"T",1000,18,1,2070.767,0.781354927908355,2.5,2500,NA,NA,1953.38731977089
"22",21,4.09,"Gln",1,0.05,419,1713.71,"T",0,20,1,2070.767,0.827572585423662,2.5,2500,NA,NA,2068.93146355915
"23",16.9,4.09,"Gln",1,0.05,337,1379.148,"T",100,20,1,2070.767,0.66600829547699,2.5,2500,NA,NA,1665.02073869247
"24",18.5,4.09,"Gln",1,0.05,369,1510.846,"T",1000,20,1,2070.767,0.729606952399763,2.5,2500,NA,NA,1824.01738099941
"25",18.1,4.09,"Gln",1,0.05,361,1476.49,"T",0,22,1,2070.767,0.713015998419909,2.5,2500,NA,NA,1782.53999604977
"26",20.7,4.09,"Gln",1,0.05,414,1694.078,"T",100,22,1,2070.767,0.818092040292317,2.5,2500,NA,NA,2045.23010073079
"27",22.7,4.09,"Gln",1,0.05,454,1856.042,"T",1000,22,1,2070.767,0.896306537625914,2.5,2500,NA,NA,2240.76634406478
"28",18.7,4.09,"Gln",1,0.05,373,1527.206,"T",0,24,1,2070.767,0.737507406675884,2.5,2500,NA,NA,1843.76851668971
"29",17.3,4.09,"Gln",1,0.05,346,1415.958,"T",100,24,1,2070.767,0.683784317598262,2.5,2500,NA,NA,1709.46079399565
"30",19.6,4.09,"Gln",1,0.05,391,1600.826,"T",1000,24,1,2070.767,0.773059450918428,2.5,2500,NA,NA,1932.64862729607
"1",0.431,5.64,"Asp",1,0.05,8.63,48.65064,"TM",0,16,1,48.62244,1.00057997912075,0.05,50,NA,NA,50.0289989560376
"2",0.414,5.64,"Asp",1,0.05,8.28,46.6992,"TM",100,16,1,48.62244,0.960445423964737,0.05,50,NA,NA,48.0222711982369
"3",0.399,5.64,"Asp",1,0.05,7.98,44.98464,"TM",1000,16,1,48.62244,0.925182693423037,0.05,50,NA,NA,46.2591346711518
"4",0.473,5.64,"Asp",1,0.05,9.46,53.34312,"TM",0,18,1,48.62244,1.09708850481383,0.05,50,NA,NA,54.8544252406913
"5",0.366,5.64,"Asp",1,0.05,7.32,41.30736,"TM",100,18,1,48.62244,0.849553416077021,0.05,50,NA,NA,42.4776708038511
"6",0.403,5.64,"Asp",1,0.05,8.05,45.42456,"TM",1000,18,1,48.62244,0.934230367706763,0.05,50,NA,NA,46.7115183853381
"7",0.381,5.64,"Asp",1,0.05,7.61,42.9204,"TM",0,20,1,48.62244,0.882728221784016,0.05,50,NA,NA,44.1364110892008
"8",0.45,5.64,"Asp",1,0.05,9,50.76,"TM",100,20,1,48.62244,1.04396241735298,0.05,50,NA,NA,52.1981208676488
"9",0.331,5.64,"Asp",1,0.05,6.62,37.35936,"TM",1000,20,1,48.62244,0.76835633917179,0.05,50,NA,NA,38.4178169585895
"10",0.375,5.64,"Asp",1,0.05,7.49,42.2436,"TM",0,22,1,48.62244,0.868808722885976,0.05,50,NA,NA,43.4404361442988
"11",0.419,5.64,"Asp",1,0.05,8.38,47.24064,"TM",100,22,1,48.62244,0.971581023083169,0.05,50,NA,NA,48.5790511541585
"12",0.328,5.64,"Asp",1,0.05,6.56,36.97584,"TM",1000,22,1,48.62244,0.760468623129567,0.05,50,NA,NA,38.0234311564784
"13",0.443,5.64,"Asp",1,0.05,8.86,49.9704,"TM",0,24,1,48.62244,1.02772300197193,0.05,50,NA,NA,51.3861500985965
"14",0.324,5.64,"Asp",1,0.05,6.47,36.4908,"TM",100,24,1,48.62244,0.750492982252639,0.05,50,NA,NA,37.5246491126319
"15",0.324,5.64,"Asp",1,0.05,6.49,36.58104,"TM",1000,24,1,48.62244,0.752348915439044,0.05,50,NA,NA,37.6174457719522
"16",0.354,5.64,"Asp",1,0.05,7.07,39.89736,"T",0,16,1,48.62244,0.820554460039439,0.05,50,NA,NA,41.0277230019719
"17",0.372,5.64,"Asp",1,0.05,7.44,41.95032,"T",100,16,1,48.62244,0.862776940030159,0.05,50,NA,NA,43.1388470015079
"18",0.368,5.64,"Asp",1,0.05,7.37,41.55552,"T",1000,16,1,48.62244,0.854657232339636,0.05,50,NA,NA,42.7328616169818
"19",0.44,5.64,"Asp",1,0.05,8.8,49.64328,"T",0,18,1,48.62244,1.02099524417121,0.05,50,NA,NA,51.0497622085605
"20",0.323,5.64,"Asp",1,0.05,6.47,36.47952,"T",100,18,1,48.62244,0.750260990604338,0.05,50,NA,NA,37.5130495302169
"21",0.375,5.64,"Asp",1,0.05,7.51,42.34512,"T",1000,18,1,48.62244,0.870896647720682,0.05,50,NA,NA,43.5448323860341
"22",0.348,5.64,"Asp",1,0.05,6.96,39.23184,"T",0,20,1,48.62244,0.8068669527897,0.05,50,NA,NA,40.343347639485
"23",0.346,5.64,"Asp",1,0.05,6.91,38.98368,"T",100,20,1,48.62244,0.801763136527085,0.05,50,NA,NA,40.0881568263543
"24",0.43,5.64,"Asp",1,0.05,8.6,48.52656,"T",1000,20,1,48.62244,0.998028070989444,0.05,50,NA,NA,49.9014035494722
"25",0.341,5.64,"Asp",1,0.05,6.82,38.45352,"T",0,22,1,48.62244,0.790859529056954,0.05,50,NA,NA,39.5429764528477
"26",0.327,5.64,"Asp",1,0.05,6.55,36.91944,"T",100,22,1,48.62244,0.759308664888064,0.05,50,NA,NA,37.9654332444032
"27",0.435,5.64,"Asp",1,0.05,8.7,49.068,"T",1000,22,1,48.62244,1.00916367010788,0.05,50,NA,NA,50.4581835053938
"28",0.356,5.64,"Asp",1,0.05,7.11,40.12296,"T",0,24,1,48.62244,0.825194293005452,0.05,50,NA,NA,41.2597146502726
"29",0.385,5.64,"Asp",1,0.05,7.69,43.39416,"T",100,24,1,48.62244,0.892471871012644,0.05,50,NA,NA,44.6235935506322
"30",0.411,5.64,"Asp",1,0.05,8.22,46.33824,"T",1000,24,1,48.62244,0.953021691219116,0.05,50,NA,NA,47.6510845609558
"1",0.161,4.24,"Ala",1,0.05,3.22,13.63584,"TM",0,16,1,5.201208,2.62166788945953,0.049999997,49.999997,NA,NA,131.083386607973
"2",0.122,4.24,"Ala",1,0.05,2.43,10.31168,"TM",100,16,1,5.201208,1.98255482187984,0.049999997,49.999997,NA,NA,99.1277351463276
"3",0.143,4.24,"Ala",1,0.05,2.85,12.10096,"TM",1000,16,1,5.201208,2.32656721284748,0.049999997,49.999997,NA,NA,116.328353662672
"4",0.126,4.24,"Ala",1,0.05,2.51,10.65936,"TM",0,18,1,5.201208,2.04940083149914,0.049999997,49.999997,NA,NA,102.470035426755
"5",0.196,4.24,"Ala",1,0.05,3.91,16.58688,"TM",100,18,1,5.201208,3.18904377598435,0.049999997,49.999997,NA,NA,159.452179232086
"6",0.177,4.24,"Ala",1,0.05,3.55,15.03504,"TM",1000,18,1,5.201208,2.89068231841526,0.049999997,49.999997,NA,NA,144.534107248716
"7",0.16,4.24,"Ala",1,0.05,3.21,13.59344,"TM",0,20,1,5.201208,2.61351593706693,0.049999997,49.999997,NA,NA,130.675789012799
"8",0.18,4.24,"Ala",1,0.05,3.61,15.28944,"TM",100,20,1,5.201208,2.93959403277085,0.049999997,49.999997,NA,NA,146.97969281976
"9",0.191,4.24,"Ala",1,0.05,3.83,16.23072,"TM",1000,20,1,5.201208,3.12056737588653,0.049999997,49.999997,NA,NA,156.028359432624
"10",0.172,4.24,"Ala",1,0.05,3.44,14.59408,"TM",0,22,1,5.201208,2.80590201353224,0.049999997,49.999997,NA,NA,140.295092258906
"11",0.161,4.24,"Ala",1,0.05,3.22,13.64432,"TM",100,22,1,5.201208,2.62329827993805,0.049999997,49.999997,NA,NA,131.164906127007
"12",0.16,4.24,"Ala",1,0.05,3.19,13.53408,"TM",1000,22,1,5.201208,2.60210320371729,0.049999997,49.999997,NA,NA,130.105152379555
"13",0.173,4.24,"Ala",1,0.05,3.46,14.66192,"TM",0,24,1,5.201208,2.8189451373604,0.049999997,49.999997,NA,NA,140.947248411185
"14",0.22,4.24,"Ala",1,0.05,4.4,18.63904,"TM",100,24,1,5.201208,3.58359827178609,0.049999997,49.999997,NA,NA,179.17990283851
"15",0.155,4.24,"Ala",1,0.05,3.1,13.16096,"TM",1000,24,1,5.201208,2.53036602266243,0.049999997,49.999997,NA,NA,126.518293542023
"16",0.151,4.24,"Ala",1,0.05,3.02,12.81328,"T",0,16,1,5.201208,2.46352001304312,0.049999997,49.999997,NA,NA,123.175993261596
"17",0.169,4.24,"Ala",1,0.05,3.39,14.35664,"T",100,16,1,5.201208,2.76025108013369,0.049999997,49.999997,NA,NA,138.012545725931
"18",0.164,4.24,"Ala",1,0.05,3.28,13.89024,"T",1000,16,1,5.201208,2.67057960381511,0.049999997,49.999997,NA,NA,133.528972179017
"19",0.168,4.24,"Ala",1,0.05,3.36,14.25488,"T",0,18,1,5.201208,2.74068639439146,0.049999997,49.999997,NA,NA,137.034311497514
"20",0.153,4.24,"Ala",1,0.05,3.07,12.99984,"T",100,18,1,5.201208,2.49938860357056,0.049999997,49.999997,NA,NA,124.969422680362
"21",0.193,4.24,"Ala",1,0.05,3.86,16.38336,"T",1000,18,1,5.201208,3.14991440449988,0.049999997,49.999997,NA,NA,157.495710775251
"22",0.189,4.24,"Ala",1,0.05,3.78,16.03568,"T",0,20,1,5.201208,3.08306839488057,0.049999997,49.999997,NA,NA,154.153410494824
"23",0.142,4.24,"Ala",1,0.05,2.83,12.00768,"T",100,20,1,5.201208,2.30863291758376,0.049999997,49.999997,NA,NA,115.431638953289
"24",0.19,4.24,"Ala",1,0.05,3.8,16.09504,"T",1000,20,1,5.201208,3.09448112823021,0.049999997,49.999997,NA,NA,154.724047128067
"25",0.19,4.24,"Ala",1,0.05,3.81,16.13744,"T",0,22,1,5.201208,3.10263308062281,0.049999997,49.999997,NA,NA,155.131644723241
"26",0.214,4.24,"Ala",1,0.05,4.28,18.1472,"T",100,22,1,5.201208,3.48903562403196,0.049999997,49.999997,NA,NA,174.451770734491
"27",0.198,4.24,"Ala",1,0.05,3.95,16.748,"T",1000,22,1,5.201208,3.22002119507622,0.049999997,49.999997,NA,NA,161.001050093747
"28",0.14,4.24,"Ala",1,0.05,2.79,11.83808,"T",0,24,1,5.201208,2.27602510801337,0.049999997,49.999997,NA,NA,113.801248572593
"29",0.181,4.24,"Ala",1,0.05,3.61,15.32336,"T",100,24,1,5.201208,2.94611559468493,0.049999997,49.999997,NA,NA,147.3057708959
"30",0.158,4.24,"Ala",1,0.05,3.17,13.42384,"T",1000,24,1,5.201208,2.58090812749654,0.049999997,49.999997,NA,NA,129.045398632102
"1",4.69,4.69,"Thr",1,0.05,93.7,439.453,"TM",0,16,1,476.973,0.92133726647001,0.44915968,449.15968,NA,NA,413.827551779744
"2",4.31,4.69,"Thr",1,0.05,86.3,404.6532,"TM",100,16,1,476.973,0.848377581120944,0.44915968,449.15968,NA,NA,381.057002855457
"3",4.11,4.69,"Thr",1,0.05,82.1,385.2366,"TM",1000,16,1,476.973,0.807669616519174,0.44915968,449.15968,NA,NA,362.772626501475
"4",4.72,4.69,"Thr",1,0.05,94.3,442.4546,"TM",0,18,1,476.973,0.927630285152409,0.44915968,449.15968,NA,NA,416.654122037365
"5",3.77,4.69,"Thr",1,0.05,75.4,353.7198,"TM",100,18,1,476.973,0.741592920353982,0.44915968,449.15968,NA,NA,333.09363879646
"6",4.43,4.69,"Thr",1,0.05,88.6,415.6278,"TM",1000,18,1,476.973,0.871386430678466,0.44915968,449.15968,NA,NA,391.391650359882
"7",4.1,4.69,"Thr",1,0.05,81.9,384.2048,"TM",0,20,1,476.973,0.805506391347099,0.44915968,449.15968,NA,NA,361.800992975418
"8",4.09,4.69,"Thr",1,0.05,81.7,383.2668,"TM",100,20,1,476.973,0.80353982300885,0.44915968,449.15968,NA,NA,360.917689769912
