rxn,rxnName,subsystem,associated_genes,mean_sample_TP53R248Q_MYC_0,mean_sample_TP53R248Q_MYC_1000,std_sample_TP53R248Q_MYC_0,std_sample_TP53R248Q_MYC_1000,ks_stats,ks_pVal,cohen_effect,log2FC,raw_diff,mets_in,mets_out
MAR03026,"",Transport reactions,ENSG00000197375,0.00600755650731246,0.23918041346376,0.0980109354584683,1.30494096760953,0.823,3.49850602502113e-298,0.251988434796804,-5.31517712807101+0i,-0.233172856956448,MAM02348c,MAM02348x
MAR04321,"",Transport reactions,ENSG00000109667 or ENSG00000133460 or ENSG00000136856,1.38775079486313,0.197825341826869,1.11260088738474,1.35771957826346,-0.596,1.00734191836222e-156,0.95866957614962,2.81044936422915+0i,1.18992545303626,MAM01840c,MAM01840e
MAR09139,"",Exchange/demand reactions,,1.38775079486313,0.197825341826869,1.11260088738474,1.35771957826346,-0.596,1.00734191836222e-156,0.95866957614962,2.81044936422915+0i,1.18992545303626,MAM01840e,
MAR04315,"D-Glucitol:NAD+ 2-oxidoreductase",Fructose and mannose metabolism,ENSG00000140263,1.43645903629435,0.204112188333449,1.12720302936342,1.36042787568603,-0.608,4.55183524595808e-163,0.986453629107837,2.81508261292502+0i,1.2323468479609,MAM01682c; MAM02552c,MAM01840c; MAM02039c; MAM02553c
MAR04848,"",Transport reactions,ENSG00000174669,-0.160879276768456,-0.481398989847119,0.362959114935366,1.50692135514612,-0.583,5.42237221246029e-150,0.292437733462892,-1.58125461336245+0i,0.320519713078662,MAM02159c,MAM02159e
MAR09358,"",Exchange/demand reactions,,-0.160879276768456,-0.481398989847119,0.362959114935366,1.50692135514612,-0.583,5.42237221246029e-150,0.292437733462892,-1.58125461336245+0i,0.320519713078662,MAM02159e,
MAR08992,"Ribulose 5-Phosphate 3-Epimerase",Pentose phosphate pathway,ENSG00000197713,0.0482586594229772,0.565971818249392,0.469655663477046,1.61410251493324,0.721,5.0861088851517e-229,0.435537493821462,-3.5518704733206+0i,-0.517713158826415,MAM02846c,MAM01761c
MAR04404,"D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase",Pentose phosphate pathway,ENSG00000163931,0.0459628364122064,0.565971818249392,0.472642178778558,1.61410251493324,0.722,1.18216229946638e-229,0.437251240033411,-3.62219048194106+0i,-0.520008981837186,MAM01761c; MAM01785c,MAM01845c; MAM01939c
MAR04501,"sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase",Pentose phosphate pathway,ENSG00000163931,0.0459628364122064,0.565971818249392,0.472642178778558,1.61410251493324,0.722,1.18216229946638e-229,0.437251240033411,-3.62219048194106+0i,-0.520008981837186,MAM01761c; MAM02845c,MAM01939c; MAM02884c
MAR04565,"sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase",Pentose phosphate pathway,ENSG00000177156,0.0478558442153042,0.570481703058144,0.500020093875276,1.62627296638482,0.722,1.18216229946638e-229,0.434408006588347,-3.57541359169774+0i,-0.52262585884284,MAM01939c; MAM02884c,MAM01785c; MAM01845c
MAR04922,"",Transport reactions,,-0.0295142485573198,-0.332560441087041,0.299759935542957,1.6391434634592,0.506,3.62336133797604e-113,0.257195561731843,-3.49413305070978+0i,0.303046192529721,MAM01596c,MAM01596m
MAR02591,"Acetyl-CoA:carnitine O-acetyltransferase",Carnitine shuttle (cytosolic),ENSG00000110090,0.21450224493248,0.447593682222043,0.50634518342293,1.91086150278187,0.701,1.57075780603673e-216,0.166754062980528,-1.06119692611247+0i,-0.233091437289563,MAM01597c; MAM02634c,MAM01261c; MAM02348c
MAR03955,"carbonate hydro-lyase (carbon-dioxide-forming)",Miscellaneous,ENSG00000074410 or ENSG00000104267 or ENSG00000107159 or ENSG00000159593 or ENSG00000169239 or ENSG00000185015,0.000321973997444729,0.515216054040735,0.00313285152028733,1.92286767969983,0.996,0,0.378689200724818,-10.6440176516532+0i,-0.514894080043291,MAM01596c; MAM02040c,MAM02039c; MAM02046c
MAR03980,"hydrogen-peroxide:hydrogen-peroxide oxidoreductase",ROS detoxification,ENSG00000121691,0.0515142478255572,0.268697974773562,0.676515731452834,2.07744839503889,0.964,0,0.14058059957878,-2.38294203392128+0i,-0.217183726948004,MAM02041c,MAM02040c; MAM02630c
MAR04002,"ATP:AMP phosphotransferase",Purine metabolism,ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000147853 or ENSG00000155085 or ENSG00000162433 or ENSG00000273841,-0.435153508098295,-1.1859200189854,0.242906324876763,2.07824087565097,-0.964,0,0.507431724535106,-1.44641038262489+0i,0.750766510887102,MAM01285c,MAM01334c; MAM01371c
MAR05473,"",Transport reactions,ENSG00000103257 or ENSG00000168003,-0.243672666198019,-0.478039247445691,0.266839898161809,2.29852235710333,-0.827,4.42001322819931e-301,0.143236905436683,-0.972184642726468+0i,0.234366581247673,MAM01307c; MAM01975e,MAM01307e; MAM01975c
MAR09061,"",Exchange/demand reactions,,-0.0702487740034673,-0.308075255454344,0.268295836200815,2.30216273497681,-0.921,0,0.145114161601589,-2.13273785759513+0i,0.237826481450877,MAM01307e,
MAR04352,"D-ribose-5-phosphate aldose-ketose-isomerase",Pentose phosphate pathway,ENSG00000153574,-0.0121629294169556,0.472268176703179,0.658578614710426,2.38766268505974,0.677,5.24836541982244e-202,0.276599767243081,-5.27904367834029+4.53236014182719i,-0.484431106120135,MAM02845c,MAM02846c
MAR04896,"",Transport reactions,,-2.6515423914528,-0.743202084324227,2.00354026906569,2.76744874920594,0.763,2.15969440703188e-256,0.789915397545654,1.83500536080157+0i,-1.90834030712857,MAM02630c,MAM02630e
MAR05465,"",Transport reactions,(ENSG00000092068 and ENSG00000168003) or ENSG00000103257,-0.0152614799980714,-0.369090429112331,0.150487896491783,2.80782879165099,-0.982,0,0.177956917078882,-4.59600754659078+0i,0.35382894911426,MAM01628c; MAM01986e,MAM01628e; MAM01986c
MAR09065,"",Exchange/demand reactions,,-0.0152614799980714,-0.369090429112331,0.150487896491783,2.80782879165099,-0.982,0,0.177956917078882,-4.59600754659078+0i,0.35382894911426,MAM01628e,
MAR04324,"L-glutamate:L-cysteine gamma-ligase (ADP-forming)",Glutathione metabolism,ENSG00000001084 and ENSG00000023909,0.0122084724078372,0.362681962430721,0.150463827951071,2.80786419935608,0.982,0,0.176267166075813,-4.89275039763743+0i,-0.350473490022884,MAM01371c; MAM01628c; MAM01974c,MAM01285c; MAM01927c; MAM02039c; MAM02751c
MAR04326,"gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming)",Glutathione metabolism,ENSG00000100983,0.0122084724078372,0.362681962430721,0.150463827951071,2.80786419935608,0.982,0,0.176267166075813,-4.89275039763743+0i,-0.350473490022884,MAM01371c; MAM01927c; MAM01986c,MAM01285c; MAM02026c; MAM02039c; MAM02751c
MAR04474,"Phosphogluconate dehydrogenase",Pentose phosphate pathway,ENSG00000142657,0.10868024826291,0.659675459795606,0.949596762142377,2.84578550275092,0.927,0,0.259738327226837,-2.60166667076443+0i,-0.550995211532696,MAM01169c; MAM02554c,MAM01596c; MAM02555c; MAM02846c
MAR09048,"",Exchange/demand reactions,,-2.80315830586966,-1.22649490220443,2.00722237539834,2.87955096789292,0.742,1.63703793267052e-242,0.635236313111009,1.19251198408957+0i,-1.57666340366523,MAM02630e,
MAR09067,"",Exchange/demand reactions,,-0.0678116045872122,-0.875357751567685,0.264327514939231,2.94551259222085,-0.923,0,0.386171091037783,-3.69026866741635+0i,0.807546146980473,MAM01986e,
MAR04394,"ATP:D-glucose 6-phosphotransferase",Glycolysis / Gluconeogenesis,ENSG00000156510 or ENSG00000156515 or ENSG00000159399,1.86115159544473,6.17171997158985,1.13403196583923,3.22995765249086,0.893,0,1.78078157318588,-1.72947703293809+0i,-4.31056837614512,MAM01371c; MAM01965c,MAM01285c; MAM01968c; MAM02039c
MAR03977,"diphosphate phosphohydrolase",Oxidative phosphorylation,ENSG00000107902 or ENSG00000138777 or ENSG00000143363 or ENSG00000180817,0.750053459588702,1.88988380689611,0.578001886972436,3.34912266679767,0.908,0,0.474297565532833,-1.33323220638778+0i,-1.13983034730741,MAM02040c; MAM02759c,MAM02039c; MAM02751c
MAR04316,"D-Glucitol:NADP+ 1-oxidoreductase",Fructose and mannose metabolism,ENSG00000085662 or ENSG00000198074,-1.60930119248173,-5.94206799771556,1.12888465347903,3.38252700753643,-0.8,8.65572712524612e-282,1.71833280685951,-1.88453075241166+0i,4.33276680523382,MAM01682c; MAM02554c,MAM01965c; MAM02039c; MAM02555c
MAR04312,"",Transport reactions,ENSG00000095139 or ENSG00000105669 or ENSG00000122218 or ENSG00000129083 or ENSG00000158623 or ENSG00000181789 or ENSG00000184432,0.172842156187379,5.73795580938211,0.706720934223397,3.43610427656776,0.779,3.15809620446903e-267,2.24349893575369,-5.05300981856482+0i,-5.56511365319473,MAM01682c,MAM01682e
MAR09685,"",Exchange/demand reactions,,0.172842156187379,5.73795580938211,0.706720934223397,3.43610427656776,0.779,3.15809620446903e-267,2.24349893575369,-5.05300981856482+0i,-5.56511365319473,MAM01682e,
MAR07865,"",Nucleotide metabolism,ENSG00000162368,0.31052085915865,1.14272127499745,0.544391348512569,3.53740637861154,0.672,4.81018067951309e-199,0.328832733980978,-1.87971146436398+0i,-0.832200415838797,MAM03106c,MAM03114c; MAM03130c
MAR04354,"D-Ribose 1,5-phosphomutase",Pentose phosphate pathway,ENSG00000079739 or ENSG00000169299,0.0437247834266571,1.08170217153036,0.926780982797231,3.59807751244802,0.726,3.38111313019472e-232,0.395078459379514,-4.62870828349104+0i,-1.0379773881037,MAM02844c,MAM02845c
MAR05330,"",Transport reactions,ENSG00000079215 or ENSG00000178537,0.0355719523271145,0.652756157048668,0.275869730541508,3.64235294859721,0.101,3.31225767407601e-05,0.23894925238195,-4.19773209825908+0i,-0.617184204721554,MAM01974e; MAM02519e,MAM01974c; MAM02519c
MAR09072,"",Exchange/demand reactions,,-0.179473532622364,-0.961365069375385,0.332293151455333,3.64835553832658,-0.684,3.4367056155079e-206,0.301835569161492,-2.42131328281216+0i,0.781891536753021,MAM02751e,
MAR04882,"",Transport reactions,ENSG00000174669,0.079996699566881,1.4026871587458,0.602486266797125,3.67841354339849,0.899,0,0.501838540770805,-4.13210899060731+0i,-1.32269045917892,MAM03118c,MAM03118e
MAR09437,"",Exchange/demand reactions,,0.079996699566881,1.4026871587458,0.602486266797125,3.67841354339849,0.899,0,0.501838540770805,-4.13210899060731+0i,-1.32269045917892,MAM03118e,
MAR04579,"uridine:phosphate alpha-D-ribosyltransferase",Pyrimidine metabolism,ENSG00000183696,0.167870723051662,1.4464978493578,0.875964352097989,3.69291246003464,0.878,0,0.476434877806335,-3.10714162949921+0i,-1.27862712630614,MAM02751c; MAM03123c,MAM02844c; MAM03118c
MAR04411,"Phosphate Transport In/Out via Na+ Symporter",Transport reactions,ENSG00000144136 or ENSG00000168575,0.179473532622364,0.981258394685577,0.332293151455333,3.9054912615599,0.684,3.43670561550751e-206,0.289288298412955,-2.45086198907513+0i,-0.801784862063213,MAM02519e; MAM02751e,MAM02519c; MAM02751c
MAR00053,"5-Methyltetrahydrofolate Transport via Anion Exchange",Transport reactions,ENSG00000173638,-0.0132946587305346,-1.33471500869982,0.151521014113429,3.94519953612143,-0.128,6.37962235283783e-08,0.473333178200341,-6.64954117296563+0i,1.32142034996929,MAM01115e; MAM02040c,MAM01115c; MAM02040e
MAR09234,"",Exchange/demand reactions,,0.0132946587305346,1.33471500869982,0.151521014113429,3.94519953612143,0.128,6.37962235283783e-08,0.473333178200341,-6.64954117296563+0i,-1.32142034996929,MAM01115e,
MAR07886,"ATP:dTDP phosphotransferase",Nucleotide metabolism,ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000155085 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,0.015773122407091,-1.22426812029516,0.880604514292209,3.9599696378091,0.43,6.29840170032655e-82,0.432292914513193,-6.27830745856288+4.53236014182719i,1.24004124270225,MAM01285m; MAM01753m,MAM01371m; MAM01747m
MAR06615,"",Pyrimidine metabolism,ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,-0.0152706319575656,1.22468440278502,0.880506027658085,3.96036890871184,-0.434,1.91201720056044e-83,0.432223612615248,-6.3255064413975+4.53236014182719i,-1.23995503474259,MAM01637m; MAM01753m,MAM01642m; MAM01747m
MAR06612,"",Pyrimidine metabolism,ENSG00000168393,0.0134229513567159,-1.22551780382061,0.880424724376269,3.96187324025506,0.443,6.53428780033206e-87,0.43171566890946,-6.51254571560714+4.53236014182719i,1.23894075517733,MAM01637m; MAM01747m,MAM01642m; MAM01752m
MAR04637,"ATP:dTMP phosphotransferase",Pyrimidine metabolism,ENSG00000168393,-0.0134605704570925,1.22539223052131,0.880424796308345,3.96187482654325,-0.443,6.5342878003315e-87,0.431684854421233,-6.50836024650805+4.53236014182719i,-1.2388528009784,MAM01285c; MAM01747c,MAM01371c; MAM01752c
MAR04446,"5-methyltetrahydrofolate:NADP+ oxidoreductase",Folate metabolism,ENSG00000177000,0.000480862674481509,1.75821054177597,0.00913919680579714,3.98155119694944,0.956,0,0.624329182179132,-11.8361952741793+0i,-1.75772967910149,MAM01045c; MAM02039c; MAM02555c,MAM01115c; MAM02554c
MAR04644,"5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase",Pyrimidine metabolism,ENSG00000176890,-0.184990753265525,-1.67815018211971,0.892296020044565,3.99268011581389,-0.898,0,0.516147064571899,-3.18134676740294+0i,1.49315942885419,MAM01045c; MAM01755c,MAM01700c; MAM01752c
MAR03968,"ATP:dUMP phosphotransferase",Nucleotide metabolism,ENSG00000168393,-0.184962161501051,-1.6785641704527,0.892301678758301,3.99275375181549,-0.898,0,0.516290828572133,-3.18192562365809+0i,1.49360200895165,MAM01285c; MAM01754c,MAM01371c; MAM01755c
MAR05033,"",Transport reactions,ENSG00000112759,0.170726739164866,1.67859150247531,0.878600921173801,3.99345457848526,0.901,0,0.521511874302576,-3.29749024700352+0i,-1.50786476331044,MAM02996c,MAM02996m
MAR06621,"2'-deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase",Pyrimidine metabolism,(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848),0.184962202697567,1.67898049101713,0.892301670209318,3.99360533192967,0.898,0,0.516329837622762,-3.18228307783154+0i,-1.49401828831957,MAM01756m; MAM02040m; MAM02666m,MAM02990m; MAM03130m
MAR07717,"uridine 5'-monophosphate phosphohydrolase",Nucleotide metabolism,ENSG00000076685 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000205309,0.184962202697567,1.67898049101713,0.892301670209318,3.99360533192967,0.898,0,0.516329837622762,-3.18228307783154+0i,-1.49401828831957,MAM02040m; MAM03114m,MAM02751m; MAM03123m
MAR07719,"",Transport reactions,ENSG00000112759,-0.184962202697567,-1.67898049101713,0.892301670209318,3.99360533192967,-0.898,0,0.516329837622762,-3.18228307783154+0i,1.49401828831957,MAM03123c,MAM03123m
MAR07808,"",Transport reactions,ENSG00000125454,-0.181750742459972,-1.67898049101713,0.889384275361122,3.99360533192967,-0.899,0,0.517520040623706,-3.20755230417418+0i,1.49722974855716,MAM01747c; MAM01754m,MAM01747m; MAM01754c
MAR07875,"ATP:UMP phosphotransferase",Nucleotide metabolism,ENSG00000134326,0.184962202697567,1.67898049101713,0.892301670209318,3.99360533192967,0.898,0,0.516329837622762,-3.18228307783154+0i,-1.49401828831957,MAM01285m; MAM03106m,MAM01371m; MAM03114m
MAR07883,"ATP:UDP phosphotransferase",Nucleotide metabolism,ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000155085 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,0.184962202697567,1.67898049101713,0.892301670209318,3.99360533192967,0.898,0,0.516329837622762,-3.18228307783154+0i,-1.49401828831957,MAM01285m; MAM03130m,MAM01371m; MAM03106m
MAR04675,"ATP:dUDP phosphotransferase",Pyrimidine metabolism,ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,0.182157962565543,1.67913886963973,0.889848011953548,3.99368439316807,0.899,0,0.517411517981614,-3.20445958499582+0i,-1.49698090707419,MAM01371m; MAM01754m,MAM01285m; MAM01756m
MAR04483,"ATP:thymidine 5'-phosphotransferase",Nucleotide metabolism,ENSG00000166548,0.170726739164866,1.67921143130034,0.878600921173801,3.99373180158567,0.901,0,0.521691740104212,-3.29802295739145+0i,-1.50848469213547,MAM01371m; MAM02996m,MAM01285m; MAM01752m; MAM02039m
MAR02358,"NADPH:Oxidized-Thioredoxin Oxidoreductase",Miscellaneous,ENSG00000184470 or ENSG00000198431,0.192203807635901,1.71673791583684,0.903705136951994,3.99593706031625,0.908,0,0.526261830863944,-3.15896098659714+0i,-1.52453410820094,MAM02554m; MAM02990m,MAM02039m; MAM02555m; MAM02666m
MAR04440,"5,10-methylenetetrahydrofolate:NAD+ oxidoreductase",Folate metabolism,ENSG00000065911 or ENSG00000163738,0.282565373294324,-1.56907821923992,0.819791519208747,4.05975712306027,-0.88,0,0.632257028759982,-2.47326068516089+4.53236014182719i,1.85164359253425,MAM01044m; MAM02553m,MAM01045m; MAM02552m
MAR04444,"5,10-methylenetetrahydrofolate:NADP+ oxidoreductase",Folate metabolism,ENSG00000065911 or ENSG00000100714 or ENSG00000120254,-0.282565373294324,1.56907821923992,0.819791519208747,4.05975712306027,0.88,0,0.632257028759982,-2.47326068516089+4.53236014182719i,-1.85164359253425,MAM01044m; MAM02555m,MAM01045m; MAM02554m
MAR05034,"",Transport reactions,ENSG00000112759 or ENSG00000174669,-0.302009864017056,-1.78488264989198,1.4587472891652,4.06905748432022,-0.9,0,0.485143634467834,-2.56316164932006+0i,1.48287278587493,MAM02996c,MAM02996e
MAR09423,"",Exchange/demand reactions,,-0.302009864017056,-1.78488264989198,1.4587472891652,4.06905748432022,-0.9,0,0.485143634467834,-2.56316164932006+0i,1.48287278587493,MAM02996e,
MAR01047,"Folate Transport via Anion Antiport",Transport reactions,ENSG00000173638,-1.89602139863024,1.55082780730569,1.87876948680988,4.09648876239404,0.929,0,1.08161246273176,0.289936737833604+4.53236014182719i,-3.44684920593593,MAM01830e; MAM02040c,MAM01830c; MAM02040e
MAR04654,"dihydrofolate:NAD+ oxidoreductase",Folate metabolism,ENSG00000178700 or ENSG00000228716,0.22748002578055,1.58035365575367,0.91589019749332,4.10651327283313,-0.493,1.83015798698464e-107,0.454733873402036,-2.79643566665623+0i,-1.35287362997312,MAM01830c; MAM02553c,MAM01700c; MAM02552c
MAR09146,"",Exchange/demand reactions,,-0.22748002578055,-1.58035365575367,0.91589019749332,4.10651327283313,0.493,1.83015798698453e-107,0.454733873402036,-2.79643566665623+0i,1.35287362997312,MAM01830e,
MAR04410,"(S)-malate hydro-lyase (fumarate-forming)",Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,ENSG00000091483,-0.414573750853962,-1.51273595097309,2.25390916458846,4.25222737926728,-0.735,5.68249119872147e-238,0.322699084364334,-1.86745950739691+0i,1.09816220011912,MAM01862m; MAM02040m,MAM02439m
MAR06521,"",Transport reactions,ENSG00000183048,-0.371105468841354,-1.3754355067963,2.19031188253414,4.29569558995303,-0.729,4.09377793082287e-234,0.294561248543504,-1.88998732752656+0i,1.00433003795495,MAM01862c; MAM02991m,MAM01862m; MAM02991c
MAR06522,"",Transport reactions,ENSG00000183048,0.371105468841354,1.3754355067963,2.19031188253414,4.29569558995303,0.729,4.09377793082287e-234,0.294561248543504,-1.88998732752656+0i,-1.00433003795495,MAM02439c; MAM02991m,MAM02439m; MAM02991c
MAR05467,"",Transport reactions,ENSG00000103257,0.0151606903681755,-2.10216597825953,0.0657844009274682,4.34507353322515,-0.948,0,0.689058296683584,-7.11539732214532+4.53236014182719i,2.1173266686277,MAM01986c; MAM02770e,MAM01986e; MAM02770c
MAR09068,"",Exchange/demand reactions,,-0.0151406335548253,2.10237672891335,0.0657811181413658,4.34551926114362,0.948,0,0.689049695411609,-7.11745182584221+4.53236014182719i,-2.11751736246817,MAM02770e,
MAR03818,"",Transport reactions,,-0.00223771798311296,-2.13511190352871,0.0657183598418191,4.3456162683069,-0.948,0,0.694031536829342,-9.89806774303785+0i,2.1328741855456,MAM02374c,MAM02374m
MAR03819,"",Arginine and proline metabolism,ENSG00000159423,-0.00223771798311296,-2.13511190352871,0.0657183598418191,4.3456162683069,-0.948,0,0.694031536829342,-9.89806774303785+0i,2.1328741855456,MAM00559c; MAM02039c; MAM02040c,MAM02374c
MAR03833,"L-Proline:NADP+ 5-oxidoreductase",Arginine and proline metabolism,ENSG00000104524 or ENSG00000143811 or ENSG00000183010,0.00217250970883689,2.13511190352871,0.0656893850396989,4.3456162683069,0.948,0,0.694052825379107,-9.94073334531413+0i,-2.13293939381988,MAM00559c; MAM02039c; MAM02555c,MAM02554c; MAM02770c
MAR03806,"L-glutamate gamma-semialdehyde:NAD+ oxidoreductase",Arginine and proline metabolism,ENSG00000159423,0.0361775714250666,2.17341861435987,0.224943200838462,4.40706329414168,0.94,0,0.684942684087355,-5.90872669926607+0i,-2.1372410429348,MAM01974m; MAM02039m; MAM02553m,MAM02040m; MAM02374m; MAM02552m
MAR04237,"",Transport reactions,ENSG00000183032,-0.0321678332008013,-2.15445674742343,0.352884838608253,4.46163084770368,-0.935,0,0.670612560828826,-6.06556156467343+0i,2.12228891422262,MAM00670c; MAM01306m,MAM00670m; MAM01306c
MAR04596,"L-2-aminoadipate:2-oxoglutarate aminotransferase",Lysine metabolism,ENSG00000109576,0.0321678332008013,2.15445674742343,0.352884838608253,4.46163084770368,0.935,0,0.670612560828826,-6.06556156467343+0i,-2.12228891422262,MAM00670c; MAM01974c,MAM01306c; MAM02322c
MAR04597,"L-2-aminoadipate:2-oxoglutarate aminotransferase",Lysine metabolism,ENSG00000109576,-0.0321700878878232,-2.15445674742343,0.352884634621988,4.46163084770368,-0.935,0,0.670611850790338,-6.06546044776659+0i,2.1222866595356,MAM00670m; MAM01974m,MAM01306m; MAM02322m
MAR08022,"",Transport reactions,ENSG00000183032,-0.0321678332008013,-2.15445674742343,0.352884838608253,4.46163084770368,-0.935,0,0.670612560828826,-6.06556156467343+0i,2.12228891422262,MAM01306c; MAM02322m,MAM01306m; MAM02322c
MAR07867,"",Nucleotide metabolism,ENSG00000162368,-0.315989313774186,-1.39035358266872,0.549836249005825,4.52527015914647,-0.672,4.81018067951309e-199,0.333303372387061,-2.1375041484777+0i,1.07436426889453,MAM01948c; MAM03106c,MAM02034c; MAM03114c
MAR04940,"",Transport reactions,ENSG00000183048,0.244055464419037,2.13074292635173,0.992714606326288,4.52703952457747,0.87,0,0.57570788584655,-3.12607558354278+0i,-1.88668746193269,MAM02026c; MAM02751m,MAM02026m; MAM02751c
MAR06391,"",Transport reactions,ENSG00000108528,0.244055464419037,2.13685194511731,0.992714606326288,4.53698550763894,0.87,0,0.576363760198071,-3.13020599299509+0i,-1.89279648069827,MAM01306c; MAM02026m,MAM01306m; MAM02026c
MAR04408,"(S)-malate hydro-lyase (fumarate-forming)",Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,ENSG00000091483,0.510219447843945,1.55448439228678,2.37475898365262,4.60931904782365,0.605,1.80422817244329e-161,0.284818526192306,-1.60724633568459+0i,-1.04426494444284,MAM01862c; MAM02040c,MAM02439c
MAR04843,"",Transport reactions,ENSG00000108602 or ENSG00000184254,0.437522561833827,1.59774914057752,0.721306880445886,4.71323838418323,0.64,1.31787517223838e-180,0.344121087651745,-1.86861159157364+0i,-1.16022657874369,MAM01948c; MAM02034m,MAM01948m; MAM02034c
MAR04932,"",Transport reactions,ENSG00000079215,0.0995110271183042,1.73857083772739,0.217351508695528,4.7444473096475,0.67,7.25885419133656e-198,0.488055170791599,-4.12690163644226+0i,-1.63905981060908,MAM01974e; MAM02039e; MAM02200c; MAM02519e,MAM01974c; MAM02039c; MAM02200e; MAM02519c
MAR08976,"K Transport",Transport reactions,,0.171469590279535,1.79032016376227,0.410613831592237,4.74914484180299,0.637,6.34304818859917e-179,0.480274041453586,-3.38419296267435+0i,-1.61885057348273,MAM02039c; MAM02200e,MAM02039e; MAM02200c
MAR04381,"D-glucose-6-phosphate aldose-ketose-isomerase",Glycolysis / Gluconeogenesis,ENSG00000105220,-1.68485446555579,-4.3170466700686,1.51018941939271,4.78086108609792,-0.676,2.06161787981861e-201,0.742460307296436,-1.35742070974708+0i,2.63219220451281,MAM01845c,MAM01968c
