rxn,rxnName,subsystem,associated_genes,mean_sample_TP53R273H_MYC_0,mean_sample_TP53R273H_MYC_1000,std_sample_TP53R273H_MYC_0,std_sample_TP53R273H_MYC_1000,ks_stats,ks_pVal,cohen_effect,log2FC,raw_diff,mets_in,mets_out
MAR06615,"",Pyrimidine metabolism,ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678,-0.202789392394837,-0.415047545542483,0.331530560503685,0.494462000940439,-0.726,3.38111313019549e-232,0.504230772696381,-1.03329442393222+0i,0.212258153147646,MAM01637m; MAM01753m,MAM01642m; MAM01747m
MAR06612,"",Pyrimidine metabolism,ENSG00000168393,0.201918468569769,0.414714316565845,0.331468233201923,0.494525278034028,0.729,4.09377793082287e-234,0.505492936445133,-1.03834497862+0i,-0.212795847996076,MAM01637m; MAM01747m,MAM01642m; MAM01752m
MAR04637,"ATP:dTMP phosphotransferase",Pyrimidine metabolism,ENSG00000168393,-0.201978431511251,-0.414823370068686,0.331472241990653,0.494526520708351,-0.729,4.09377793082287e-234,0.505606777996379,-1.0382959326963+0i,0.212844938557434,MAM01285c; MAM01747c,MAM01371c; MAM01752c
MAR03875,"ATP:L-methionine S-adenosyltransferase",Cysteine and methionine metabolism,ENSG00000038274 or ENSG00000168906,0.231054500311016,0.442072330804779,0.189877800810269,0.620097822478076,0.891,0,0.460163833301024,-0.936049249660756+0i,-0.211017830493762,MAM01371c; MAM02040c; MAM02471c,MAM02751c; MAM02759c; MAM02877c
MAR03877,"S-Adenosyl-L-homocysteine hydrolase",Cysteine and methionine metabolism,ENSG00000101444 or ENSG00000158467 or ENSG00000168710,0.230610111210428,0.441087880575372,0.189971197127647,0.620152949050507,0.891,0,0.458929473688131,-0.935610351148904+0i,-0.210477769364944,MAM02040c; MAM02871c,MAM01280c; MAM02133c
MAR03917,"5-methyltetrahydrofolate:L-homocysteine S-methyltransferase",Cysteine and methionine metabolism,ENSG00000116984,0.230610111210428,0.441087880575372,0.189971197127647,0.620152949050507,0.891,0,0.458929473688131,-0.935610351148904+0i,-0.210477769364944,MAM01115c; MAM02133c,MAM02039c; MAM02471c; MAM02980c
MAR04644,"5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase",Pyrimidine metabolism,ENSG00000176890,-0.112031717354309,-0.322236457461936,0.213953379407744,0.710898838761934,-0.744,8.10725524185673e-244,0.400425137480649,-1.5242124959255+0i,0.210204740107627,MAM01045c; MAM01755c,MAM01700c; MAM01752c
MAR04054,"ATP:thymidine 5'-phosphotransferase",Nucleotide metabolism,ENSG00000167900,0.110262623039681,0.319470134662426,0.21300940300427,0.711834975343929,0.729,4.09377793082287e-234,0.398190104376876,-1.53473724136084+0i,-0.209207511622745,MAM01371c; MAM02996c,MAM01285c; MAM01752c; MAM02039c
MAR05029,"",Transport reactions,ENSG00000059804 or ENSG00000109667 or ENSG00000117394 or ENSG00000133460 or ENSG00000136856 or ENSG00000160326,-4.68303148014392,-10.9925354937362,0.228532473487814,0.72805149169322,-1,0,11.69343268632,-1.23100954964133+0i,6.30950401359228,MAM01965c,MAM01965e
MAR09034,"",Exchange/demand reactions,,-4.68303148014392,-10.9925354937362,0.228532473487814,0.72805149169322,-1,0,11.69343268632,-1.23100954964133+0i,6.30950401359228,MAM01965e,
MAR04083,"ATP:adenosine 5'-phosphotransferase",Nucleotide metabolism,ENSG00000156110 or ENSG00000156136,0.225535946226529,0.490483666895549,0.244019142241294,0.730871012038118,0.753,9.81894722069408e-250,0.486278601205785,-1.12084770499573+0i,-0.26494772066902,MAM01280m; MAM01371m,MAM01285m; MAM01334m; MAM02039m
MAR05031,"",Transport reactions,ENSG00000112759,0.225535946226529,0.490483666895549,0.244019142241294,0.730871012038118,0.753,9.81894722069408e-250,0.486278601205785,-1.12084770499573+0i,-0.26494772066902,MAM01280c,MAM01280m
MAR04680,"deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase",Nucleotide metabolism,ENSG00000183696,-0.107268904776418,-0.330378138829435,0.203485943465126,0.786070336727104,-0.68,8.55464160766864e-204,0.388585588176215,-1.62288629983648+0i,0.223109234053017,MAM00639c; MAM03118c,MAM01673c; MAM02751c
MAR07818,"",Transport reactions,ENSG00000125454,0.0151619421259421,-0.342468762545617,0.193387456986221,0.789924064334927,-0.799,4.36034785527032e-281,0.621905907752287,-4.49744593377386+4.53236014182719i,0.357630704671559,MAM01680c; MAM01747m,MAM01680m; MAM01747c
MAR04002,"ATP:AMP phosphotransferase",Purine metabolism,ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000147853 or ENSG00000155085 or ENSG00000162433 or ENSG00000273841,-0.396248578078978,-0.911168328112564,0.521526176689421,0.811033422676548,-0.857,2.96439387504748e-323,0.755210475661204,-1.20131184213831+0i,0.514919750033586,MAM01285c,MAM01334c; MAM01371c
MAR04548,"melatonin,NADPH---hemoprotein reductase:oxygen oxidoreductase",Serotonin and melatonin biosynthesis,ENSG00000138061,2.20988891854358,0.0464535457711294,2.61332364076432,0.849940694912424,-0.656,1.03143748695959e-189,1.11335065626931,5.57204132238721+0i,2.16343537277245,MAM01161c; MAM02039c,MAM02147c; MAM02460c
MAR08566,"",Tryptophan metabolism,ENSG00000138061,2.20988891854358,0.0464535457711294,2.61332364076432,0.849940694912424,-0.656,1.03143748695959e-189,1.11335065626931,5.57204132238721+0i,2.16343537277245,MAM02039c; MAM02460c; MAM02555c; MAM02630c,MAM01161c; MAM02040c; MAM02554c
MAR09386,"",Exchange/demand reactions,,2.20988891854358,0.0464535457711294,2.61332364076432,0.849940694912424,-0.656,1.03143748695959e-189,1.11335065626931,5.57204132238721+0i,2.16343537277245,MAM02147e,
MAR05034,"",Transport reactions,ENSG00000112759 or ENSG00000174669,-0.139290486044973,-0.358204698951567,0.293229544232477,0.85139486395501,-0.725,1.46649820033491e-231,0.343808714463149,-1.36268754187504+0i,0.218914212906594,MAM02996c,MAM02996e
MAR09423,"",Exchange/demand reactions,,-0.139290486044973,-0.358204698951567,0.293229544232477,0.85139486395501,-0.725,1.46649820033491e-231,0.343808714463149,-1.36268754187504+0i,0.218914212906594,MAM02996e,
MAR07684,"",Transport reactions,ENSG00000173638,-2.21875014561576,-0.0530837611391973,2.61001741851459,0.855823260400052,0.662,3.47185811589904e-193,1.11503305457656,5.38533281048482+0i,-2.16566638447657,MAM01830c; MAM02147e,MAM01830e; MAM02147c
MAR07801,"",Nucleotide metabolism,ENSG00000147853,-0.28710422057706,-0.521274606475053,0.318287679031517,0.859826481920113,-0.661,1.32303478093789e-192,0.361201918547665,-0.860469042727099+0i,0.234170385897993,MAM01285m; MAM01948m,MAM01334m; MAM02034m
MAR04922,"",Transport reactions,,0.0500059893330096,-0.226966807473011,0.510039018565492,0.936105636523153,-0.786,4.88002988301164e-272,0.367434632673719,-2.1823085222211+4.53236014182719i,0.276972796806021,MAM01596c,MAM01596m
MAR04940,"",Transport reactions,ENSG00000183048,0.36811657573126,0.069766552163199,0.761628295794003,0.942048996223791,-0.893,0,0.348294801583192,2.39955527048535+0i,0.298350023568061,MAM02026c; MAM02751m,MAM02026m; MAM02751c
MAR06391,"",Transport reactions,ENSG00000108528,0.375717333457255,0.0717815127661759,0.759319853996133,0.942094790122404,-0.883,0,0.355230416714381,2.38796344244698+0i,0.303935820691079,MAM01306c; MAM02026m,MAM01306m; MAM02026c
MAR04861,"",Transport reactions,ENSG00000151229,0.0077069802581275,0.956228550993448,0.103102975118916,0.957328923810856,0.552,1.53479446157294e-134,1.39314665475674,-6.9550459765549+0i,-0.948521570735321,MAM02171c,MAM02171e
MAR09361,"",Exchange/demand reactions,,0.0077069802581275,0.956228550993448,0.103102975118916,0.957328923810856,0.552,1.53479446157294e-134,1.39314665475674,-6.9550459765549+0i,-0.948521570735321,MAM02171e,
MAR06571,"1D-myo-inositol 3-phosphate phosphohydrolase",Inositol phosphate metabolism,ENSG00000104331 or ENSG00000133731 or ENSG00000141401,0.00782160271602043,0.956436951284345,0.103102980033949,0.957330570375843,0.552,1.53479446157294e-134,1.393282021832,-6.93406179955199+0i,-0.948615348568325,MAM00529c; MAM02040c,MAM02171c; MAM02751c
MAR06572,"1D-myo-inositol-3-phosphate lyase (isomerizing)",Inositol phosphate metabolism,ENSG00000105655,0.00782160271602043,0.956436951284345,0.103102980033949,0.957330570375843,0.552,1.53479446157294e-134,1.393282021832,-6.93406179955199+0i,-0.948615348568325,MAM01968c,MAM00529c
MAR04042,"IMP:L-aspartate ligase (GDP-forming)",Purine metabolism,ENSG00000035687 or ENSG00000185100,0.118681143814435,0.339650051270976,0.284148404371314,0.976272658435636,0.605,1.8042281724436e-161,0.307339011546398,-1.51695833569041+0i,-0.220968907456541,MAM01370c; MAM02034c; MAM02167c,MAM01282c; MAM01948c; MAM02039c; MAM02751c
MAR04412,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)",Purine metabolism,ENSG00000100354 or ENSG00000239900,-0.118681143814435,-0.339650051270976,0.284148404371314,0.976272658435636,-0.605,1.8042281724436e-161,0.307339011546398,-1.51695833569041+0i,0.220968907456541,MAM01334c; MAM01862c,MAM01282c
MAR04418,"IMP:diphosphate phospho-D-ribosyltransferase",Purine metabolism,ENSG00000165704,-0.118469819724034,-0.337572999721306,0.28415688901531,0.976293544843212,-0.583,5.42237221246029e-150,0.304737306263254,-1.5106799385444+0i,0.219103179997271,MAM02167c; MAM02759c,MAM02159c; MAM02806c
MAR03829,"L-Aspartate:2-oxoglutarate aminotransferase","Alanine, aspartate and glutamate metabolism",ENSG00000120053,0.0633553709455612,-0.193242336558905,0.457174397678525,0.991985731172881,-0.667,4.19122224699587e-196,0.332230513438076,-1.60887236810677+4.53236014182719i,0.256597707504466,MAM01306c; MAM01370c,MAM01974c; MAM02633c
MAR04642,"2'-deoxyuridine 5'-monophosphate phosphohydrolase",Pyrimidine metabolism,ENSG00000125458 or ENSG00000205309,0.108649088302032,0.366428495182268,0.203008129413541,0.994740731938122,0.727,7.7796408707562e-233,0.359081116002224,-1.75385562986239+0i,-0.257779406880236,MAM01755c; MAM02040c,MAM01673c; MAM02751c
MAR04898,"",Transport reactions,,0.0558264539882206,0.351444765347966,0.111622868186696,1.02161089321749,0.522,2.16670780325359e-120,0.40680271258053,-2.65427714028516+0i,-0.295618311359745,MAM02630c,MAM02630m
MAR04085,"AMP:diphosphate phospho-D-ribosyltransferase",Purine metabolism,ENSG00000198931,0.103154644304155,0.313333807862225,0.314453135933143,1.02440306384609,0.517,4.14227524762846e-118,0.277383293715259,-1.60289166420028+0i,-0.21017916355807,MAM01334c; MAM02759c,MAM01279c; MAM02806c
MAR04139,"(S)-malate:NAD+ oxidoreductase",Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,ENSG00000014641 or ENSG00000138400,0.0633776728806674,-0.161621110325021,0.457171827974518,1.1089480896572,-0.65,2.84907775003837e-186,0.265276749112421,-1.35056905712947+4.53236014182719i,0.224998783205688,MAM02039c; MAM02553c; MAM02633c,MAM02439c; MAM02552c
MAR04352,"D-ribose-5-phosphate aldose-ketose-isomerase",Pentose phosphate pathway,ENSG00000153574,-0.147686877152414,-0.41000150759934,0.468766550675949,1.19261822725142,-0.598,9.0045439147549e-158,0.289494498030455,-1.47308757475512+0i,0.262314630446926,MAM02845c,MAM02846c
MAR04848,"",Transport reactions,ENSG00000174669,-0.279356099436672,-0.685017041516968,0.488308921031277,1.21730238010294,-0.672,4.81018067951309e-199,0.437401026759531,-1.29403455886378+0i,0.405660942080296,MAM02159c,MAM02159e
MAR09358,"",Exchange/demand reactions,,-0.279356099436672,-0.685017041516968,0.488308921031277,1.21730238010294,-0.672,4.81018067951309e-199,0.437401026759531,-1.29403455886378+0i,0.405660942080296,MAM02159e,
MAR04321,"",Transport reactions,ENSG00000109667 or ENSG00000133460 or ENSG00000136856,2.22633430522163,0.280421326140847,1.6529688826466,1.50942578210175,-0.618,1.87965980984318e-168,1.22939208145189,2.98900226719591+0i,1.94591297908078,MAM01840c,MAM01840e
MAR09139,"",Exchange/demand reactions,,2.22633430522163,0.280421326140847,1.6529688826466,1.50942578210175,-0.618,1.87965980984318e-168,1.22939208145189,2.98900226719591+0i,1.94591297908078,MAM01840e,
MAR04315,"D-Glucitol:NAD+ 2-oxidoreductase",Fructose and mannose metabolism,ENSG00000140263,4.27979138882803,0.294059792127673,1.13420739084146,1.5474307065412,-0.923,0,2.93793386124363,3.86335903877134+0i,3.98573159670036,MAM01682c; MAM02552c,MAM01840c; MAM02039c; MAM02553c
MAR07865,"",Nucleotide metabolism,ENSG00000162368,0.0763276678761581,0.758383951882164,0.451690836867933,1.67170257476801,0.85,5.08821410419941e-318,0.557025301331055,-3.31265041892026+0i,-0.682056284006006,MAM03106c,MAM03114c; MAM03130c
MAR03977,"diphosphate phosphohydrolase",Oxidative phosphorylation,ENSG00000107902 or ENSG00000138777 or ENSG00000143363 or ENSG00000180817,0.680597235867155,1.67915859686738,0.650286540592754,1.83078848996635,0.81,7.35902196664078e-289,0.726860198669714,-1.30286530238659+0i,-0.998561361000225,MAM02040c; MAM02759c,MAM02039c; MAM02751c
MAR07867,"",Nucleotide metabolism,ENSG00000162368,-0.0853587401266862,-0.815881110437413,0.464426030523058,1.88518035055258,-0.851,9.11071872900634e-319,0.53210958878292,-3.25674815149017+0i,0.730522370310726,MAM01948c; MAM03106c,MAM02034c; MAM03114c
MAR02711,"",Carnitine shuttle (cytosolic),ENSG00000110090,0.341548502258648,0.741524974281056,0.741584868041021,1.89809580543391,-0.356,2.20069337889453e-56,0.277576910687029,-1.11840481714655+0i,-0.399976472022408,MAM01597c; MAM02637c,MAM02348c; MAM02390c
MAR02151,"Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase",Fatty acid biosynthesis,ENSG00000100294 or ENSG00000169710,0.195550357733781,0.733890576673669,0.463622948240565,2.02341216176906,0.633,1.07952614211031e-176,0.366755276418704,-1.90802479750306+0i,-0.538340218939887,MAM00184c; MAM02444c,MAM01597c; MAM02442c
MAR04843,"",Transport reactions,ENSG00000108602 or ENSG00000184254,0.205286938873694,1.15685838314184,0.551967207126953,2.08556875104322,0.745,1.79872146152617e-244,0.623779149383331,-2.49449852189155+0i,-0.95157144426815,MAM01948c; MAM02034m,MAM01948m; MAM02034c
MAR04896,"",Transport reactions,,-2.68400022021572,-0.826989792972247,2.80860799878189,2.16004094033085,0.606,5.30234691748144e-162,0.741203247773824,1.69844336158863+0i,-1.85701042724347,MAM02630c,MAM02630e
MAR09048,"",Exchange/demand reactions,,-3.00800508131859,-1.15770261236415,2.85378995078092,2.16909291706433,0.62,1.53715601466021e-169,0.729998033002948,1.37754229894405+0i,-1.85030246895444,MAM02630e,
MAR03955,"carbonate hydro-lyase (carbon-dioxide-forming)",Miscellaneous,ENSG00000074410 or ENSG00000104267 or ENSG00000107159 or ENSG00000159593 or ENSG00000169239 or ENSG00000185015,0.0126712778617502,0.83023620450264,0.0738128961617522,2.20787355300298,0.884,0,0.523384055124871,-6.03388791704462+0i,-0.81756492664089,MAM01596c; MAM02040c,MAM02039c; MAM02046c
MAR04156,"acetyl-CoA:carbon-dioxide ligase (ADP-forming)",Fatty acid biosynthesis (even-chain),ENSG00000076555 or ENSG00000278540,0.267416317206991,0.812666108434395,0.607501939998803,2.21082435200172,0.594,1.11783784539237e-155,0.336317648628672,-1.60357523064318+0i,-0.545249791227405,MAM01261c; MAM01371c; MAM02046c,MAM01285c; MAM02039c; MAM02444c; MAM02751c
MAR04625,"6-Phospho-D-glucono-1,5-lactone lactonohydrolase",Pentose phosphate pathway,ENSG00000049239 or ENSG00000130313,0.13186612605582,0.446834226491471,1.00641878800871,2.21131970096063,0.069,0.00811254342918587,0.183337807993866,-1.76066568645309+0i,-0.314968100435651,MAM01961c; MAM02040c,MAM01169c; MAM02039c
MAR01488,"Carnitine O-Palmitoyltransferase",Fatty acid oxidation,ENSG00000110090,0.350813531479211,0.915682072451822,0.748155355938063,2.23981770564711,0.536,6.7757218051482e-127,0.338283458713782,-1.3841423811605+0i,-0.564868540972611,MAM02348c; MAM02390c,MAM01597c; MAM03727c
MAR01489,"Carnitine Transferase",Fatty acid oxidation,ENSG00000157184,0.350813531479211,0.915682072451822,0.748155355938063,2.23981770564711,0.536,6.7757218051482e-127,0.338283458713782,-1.3841423811605+0i,-0.564868540972611,MAM01597m; MAM03727m,MAM02348m; MAM02390m
MAR01491,"Transport into the Mitochondria (Carnitine)",Fatty acid oxidation,ENSG00000178537,0.350813531479211,0.915682072451822,0.748155355938063,2.23981770564711,0.536,6.7757218051482e-127,0.338283458713782,-1.3841423811605+0i,-0.564868540972611,MAM03727c,MAM03727m
MAR02712,"",Carnitine shuttle (mitochondrial),ENSG00000178537 or ENSG00000197119 or ENSG00000197208,0.350776415715341,0.915612163972363,0.74816827642621,2.23984264616019,0.535,2.00122731817637e-126,0.338259845268839,-1.38418487719479+0i,-0.564835748257022,MAM02348c; MAM02637m,MAM02348m; MAM02637c
MAR02713,"",Carnitine shuttle (mitochondrial),ENSG00000095321 or ENSG00000157184,-0.350776415715341,-0.915612163972363,0.74816827642621,2.23984264616019,-0.535,2.00122731817637e-126,0.338259845268839,-1.38418487719479+0i,0.564835748257022,MAM01597m; MAM02637m,MAM02348m; MAM02390m
MAR04410,"(S)-malate hydro-lyase (fumarate-forming)",Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,ENSG00000091483,-0.372638599718083,0.597750440069225,0.854795656807257,2.29916561115606,0.788,2.02276459427082e-273,0.559469888134487,-0.681766163674963+4.53236014182719i,-0.970389039787308,MAM01862m; MAM02040m,MAM02439m
MAR06521,"",Transport reactions,ENSG00000183048,-0.164756251166831,0.756256230545752,0.681824882306812,2.36896318075597,0.778,1.52474843718466e-266,0.528372832521504,-2.19854191833536+4.53236014182719i,-0.921012481712583,MAM01862c; MAM02991m,MAM01862m; MAM02991c
MAR06522,"",Transport reactions,ENSG00000183048,0.164756251166831,-0.756256230545752,0.681824882306812,2.36896318075597,-0.778,1.52474843718466e-266,0.528372832521504,-2.19854191833536+4.53236014182719i,0.921012481712583,MAM02439c; MAM02991m,MAM02439m; MAM02991c
MAR04408,"(S)-malate hydro-lyase (fumarate-forming)",Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,ENSG00000091483,0.319236485563951,-0.339688840415144,0.768184538275914,2.42976943677433,-0.652,2.04705944749864e-187,0.365678001093441,-0.0895882763212931+4.53236014182719i,0.658925325979095,MAM01862c; MAM02040c,MAM02439c
MAR00060,"O-Acetylcarnintine Transport into Mitochondria via Diffusion",Transport reactions,ENSG00000178537,-0.273589023587721,-1.05238076946173,0.570048010910501,2.49246085191534,-0.616,2.27996026791404e-167,0.430761225802733,-1.94357453550019+0i,0.778791745874008,MAM02634c,MAM02634m
MAR02593,"Acetyl-CoA:carnitine O-acetyltransferase",Carnitine shuttle (mitochondrial),ENSG00000095321 or ENSG00000157184,-0.273589023587721,-1.05238076946173,0.570048010910501,2.49246085191534,-0.616,2.27996026791404e-167,0.430761225802733,-1.94357453550019+0i,0.778791745874008,MAM01597m; MAM02634m,MAM01261m; MAM02348m
MAR04306,"D-glucose-6-phosphate:NADP+ 1-oxidoreductase",Pentose phosphate pathway,ENSG00000160211,-0.153489483444919,-0.556854431251825,1.0495826439076,2.56353609313202,-0.073,0.00456787164188123,0.205930608782808,-1.85916042759851+0i,0.403364947806906,MAM01961c; MAM02039c; MAM02555c,MAM01968c; MAM02554c
MAR04474,"Phosphogluconate dehydrogenase",Pentose phosphate pathway,ENSG00000142657,0.153513439231854,0.556884024281968,1.04965379159196,2.56353905238685,0.81,7.35902196663911e-289,0.205931279045898,-1.85901194473463+0i,-0.403370585050114,MAM01169c; MAM02554c,MAM01596c; MAM02555c; MAM02846c
MAR02591,"Acetyl-CoA:carnitine O-acetyltransferase",Carnitine shuttle (cytosolic),ENSG00000110090,0.314708462590718,1.08817442999749,0.669725443109796,2.6131632358154,0.657,2.73416817140532e-190,0.405485582073926,-1.78982195464719+0i,-0.773465967406771,MAM01597c; MAM02634c,MAM01261c; MAM02348c
MAR04852,"",Transport reactions,ENSG00000108528,-0.216962706283117,1.05659801723116,0.421459369291337,2.69845542463759,0.885,0,0.65945614313328,-2.28390762344227+4.53236014182719i,-1.27356072351428,MAM01306c; MAM02439m,MAM01306m; MAM02439c
MAR08662,"Itaconate:CoA ligase (GDP-forming)",C5-branched dibasic acid metabolism,(ENSG00000163541 and ENSG00000172340) or (ENSG00000136143 and ENSG00000163541),-0.705008801807201,-1.83780600922031,0.887194690413948,2.78325583504657,-0.581,5.70893218581318e-149,0.548403638704461,-1.38227131575481+0i,1.13279720741311,MAM01597m; MAM02034m; MAM02191m,MAM01948m; MAM02192m; MAM02751m
MAR08663,"Itaconate:CoA ligase (ADP-forming)",C5-branched dibasic acid metabolism,(ENSG00000163541 and ENSG00000172340) or (ENSG00000136143 and ENSG00000163541),-0.705008801807201,-1.83780600922031,0.887194690413948,2.78325583504657,-0.581,5.70893218581318e-149,0.548403638704461,-1.38227131575481+0i,1.13279720741311,MAM01285m; MAM02192m; MAM02751m,MAM01371m; MAM01597m; MAM02191m
MAR05043,"",Transport reactions,ENSG00000075415,0.0403736417877874,1.09907093865594,0.273490257508862,2.87775028500933,0.764,4.610991018655e-257,0.517942150244275,-4.76672696983762+0i,-1.05869729686815,MAM02751c; MAM02039i,MAM02039m; MAM02751m
MAR05459,"",Transport reactions,ENSG00000103257,0.304198276615551,-0.669175053430553,0.462990859464617,2.91018660150501,0.467,1.67468736138009e-96,0.467138724978809,-1.13737168356569+4.53236014182719i,0.973373330046104,MAM01975c; MAM01986e,MAM01975e; MAM01986c
MAR05467,"",Transport reactions,ENSG00000103257,0.0106698655707152,-1.11940747148741,0.0544809207769215,2.93743567570112,-0.727,7.7796408707562e-233,0.543976468774685,-6.71304947211446+4.53236014182719i,1.13007733705813,MAM01986c; MAM02770e,MAM01986e; MAM02770c
MAR09068,"",Exchange/demand reactions,,-0.010184168446023,1.11953883031231,0.0523853772232454,2.93745172680428,0.727,7.7796408707562e-233,0.543809987737037,-6.78043257085324+4.53236014182719i,-1.12972299875833,MAM02770e,
MAR03818,"",Transport reactions,,-0.00395024018773186,-1.15127162050214,0.0520681627179647,2.94007725614042,-0.794,1.37225311933668e-277,0.55178926540845,-8.18707215796124+0i,1.1473213803144,MAM02374c,MAM02374m
MAR03819,"",Arginine and proline metabolism,ENSG00000159423,-0.00395024018773186,-1.15127162050214,0.0520681627179647,2.94007725614042,-0.794,1.37225311933668e-277,0.55178926540845,-8.18707215796124+0i,1.1473213803144,MAM00559c; MAM02039c; MAM02040c,MAM02374c
MAR03835,"L-Proline:NAD+ 5-oxidoreductase",Arginine and proline metabolism,ENSG00000104524 or ENSG00000143811 or ENSG00000183010,0.000151464380805852,1.15108008166463,0.00114840336912723,2.94014608130682,0.805,2.58845631333352e-285,0.55359791340771,-12.8917220245782+0i,-1.15092861728382,MAM00559c; MAM02039c; MAM02553c,MAM02552c; MAM02770c
MAR05078,"",Transport reactions,(ENSG00000092068 and ENSG00000168003) or ENSG00000003989 or ENSG00000103257 or ENSG00000123643 or ENSG00000139514 or ENSG00000149150 or ENSG00000167703,-0.541032646311817,0.316151299728127,0.596614008908885,2.95238958096615,-0.48,6.56794156805084e-102,0.402461444089947,0.775100499388265+4.53236014182719i,-0.857183946039944,MAM01975c,MAM01975e
MAR03806,"L-glutamate gamma-semialdehyde:NAD+ oxidoreductase",Arginine and proline metabolism,ENSG00000159423,0.168775982418034,1.17358965515164,0.444082292868311,2.95483045208709,0.572,2.05931608052686e-144,0.47557366597176,-2.79774653748053+0i,-1.0048136727336,MAM01974m; MAM02039m; MAM02553m,MAM02040m; MAM02374m; MAM02552m
MAR06328,"ATP:ADP phosphatransferase",Transport reactions,ENSG00000005022 or ENSG00000151729,-0.747277181116471,-1.48706551218142,0.976679546966157,3.00645581932432,-0.551,4.68213804769242e-134,0.33096456241355,-0.992752832349052+0i,0.739788331064946,MAM01285c; MAM01371m,MAM01285m; MAM01371c
MAR04932,"",Transport reactions,ENSG00000079215,0.201160948487517,1.27876700371953,0.543704691465327,3.01864763211589,0.611,1.12765622179768e-164,0.496855232187314,-2.66833125749998+0i,-1.07760605523201,MAM01974e; MAM02039e; MAM02200c; MAM02519e,MAM01974c; MAM02039c; MAM02200e; MAM02519c
